id,listing_id,source_name,price,surface,rooms,city,region,zone,transaction_type,property_type,scraped_at,change_type,price_delta,price_delta_pct,reliability_score
1834,tunisieannonce_a2d9a97c93e7,tunisieannonce,450.0,40.0,2.0,Chatt Meriem,TUNIS,north,Rent,Apartment,2026-03-26T16:26:31.639000,new,,,90
1863,tunisieannonce_b949cbb58cb0,tunisieannonce,866000.0,827.0,,Cite Ennouzha,TUNIS,north,Sale,Land,2026-03-26T16:26:40.635695,new,,,85
1743,tunisieannonce_5ced761bfb5d,tunisieannonce,450.0,40.0,4.0,Chatt Meriem,TUNIS,north,Rent,Apartment,2026-03-26T16:27:31.262064,new,,,90
1829,tunisieannonce_a0c5706e3e71,tunisieannonce,900000.0,827.0,,Cite Ennouzha,TUNIS,north,Sale,Land,2026-03-26T16:27:41.696611,new,,,85
1773,tunisieannonce_6e74ef504b06,tunisieannonce,450.0,40.0,2.0,Chatt Meriem,TUNIS,north,Rent,Apartment,2026-03-26T16:27:49.926077,new,,,90
1701,tunisieannonce_3eb06934c530,tunisieannonce,700000.0,,,Boucha,TUNIS,north,Sale,Land,2026-03-26T16:28:00.087614,new,,,75
1683,tunisieannonce_28ab2626be83,tunisieannonce,650000.0,,,Bir Mcherga,TUNIS,north,Sale,Land,2026-03-26T16:28:12.135701,new,,,75
1681,tunisieannonce_26fbfd4252b3,tunisieannonce,150000.0,3000.0,,Bir Mcherga,TUNIS,north,Sale,Land,2026-03-26T16:28:21.184176,new,,,80
1781,tunisieannonce_7717eb2ec0c3,tunisieannonce,565000.0,680.0,5.0,Bou Mhel,TUNIS,north,Sale,Land,2026-03-26T16:28:30.225101,new,,,100
1787,tunisieannonce_7cd4df13678a,tunisieannonce,240000.0,488.0,,Raoued,TUNIS,north,Sale,Land,2026-03-26T16:28:39.406097,new,,,90
1694,tunisieannonce_38ff3225010d,tunisieannonce,485000.0,320.0,2.0,Rades Plage,TUNIS,north,Sale,Land,2026-03-26T16:28:47.343951,new,,,100
