id,property_id,source_name,url,type,title,description,price,surface,rooms,region,zone,city,municipalite,latitude,longitude,pdf_link,images,features,scraped_at,last_update,transaction_type,currency,raw_data_path,poi
33,1030206,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10302&rech_cod_loc=1030206,Terrain Nu,Terrain cite chebil bou,Terrain cite chebil bou,90000.0,,,Cite Chebil,,Cite Chebil,,,,,[],"{'price_text': '90 000', 'data_quality_score': 100.0}",2026-02-21 10:02:26.611413,2026-02-21,Sale,TND,,[]
37,1041421,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10414&rech_cod_loc=1041421,Autre,Projet complet d'une mai,Projet complet d'une mai,4500000.0,,,Utique,,Utique,,,,,[],"{'price_text': '4 500 000', 'data_quality_score': 100.0}",2026-02-21 10:02:26.611413,2026-02-21,Sale,TND,,[]
32,1030201,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10302&rech_cod_loc=1030201,Maisons,Villa plein pied a boumh,Villa plein pied a boumh,565000.0,,,Bou Mhel,,Bou Mhel,,,,,[],"{'price_text': '565 000', 'data_quality_score': 100.0}",2026-02-21 10:02:26.611413,2026-02-21,Sale,TND,,[]
31,1030101,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10301&rech_cod_loc=1030101,Maisons,Villa cité esken ben aro,Villa cité esken ben aro,520000.0,,,Ben Arous,,Ben Arous,,,,,[],"{'price_text': '520 000', 'data_quality_score': 100.0}",2026-02-21 10:02:26.610413,2026-02-21,Sale,TND,,[]
25,1041111,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10411&rech_cod_loc=1041111,App. 3 Pièc,Des studios meubles a me,Des studios meubles a me,,,,Metline,,Metline,,,,,[],"{'price_text': '250', 'data_quality_score': 80.0}",2026-02-21 10:02:24.309903,2026-02-21,Rent,TND,,[]
15,1010704,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10107&rech_cod_loc=1010704,App. 3 Pièc,Bel appartement s3 vide côté,Bel appartement s3 vide côté,1200.0,,,Le Kram Est,,Le Kram Est,,,,,[],"{'price_text': '1 200', 'data_quality_score': 100.0}",2026-02-21 10:02:24.308961,2026-02-21,Rent,TND,,[]
17,1010703,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10107&rech_cod_loc=1010703,App. 1 Pièc,Appartement suit à el kram,Appartement suit à el kram,,,,Le Kram,,Le Kram,,,,,[],"{'price_text': '850', 'data_quality_score': 80.0}",2026-02-21 10:02:24.308961,2026-02-21,Rent,TND,,[]
20,1010815,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10108&rech_cod_loc=1010815,App. 3 Pièc,S plus 2 a jeanne d',S plus 2 a jeanne d',210000.0,,,Tunis Belvedere,,Tunis Belvedere,,,,,[],"{'price_text': '210 000', 'data_quality_score': 100.0}",2026-02-21 10:02:24.308961,2026-02-21,Sale,TND,,[]
14,1010101,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10101&rech_cod_loc=1010101,App. 3 Pièc,Demande collocataire,Demande collocataire,,,,Bab Bhar,,Bab Bhar,,,,,[],"{'price_text': '220', 'data_quality_score': 80.0}",2026-02-21 10:02:24.307963,2026-02-21,Rent,TND,,[]
9,1020703,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10207&rech_cod_loc=1020703,Maisons,Ariana borj youssef vnt,Ariana borj youssef vnt,700000.0,,,Borj Youssef,,Borj Youssef,,,,,[],"{'price_text': '700 000', 'data_quality_score': 100.0}",2026-02-21 10:02:24.307963,2026-02-21,Sale,TND,,[]
10,1010105,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10101&rech_cod_loc=1010105,Bureau,Bureau lux neuf 4 pièces 2 s,Bureau lux neuf 4 pièces 2 s,2000.0,,,Montplaisir,,Montplaisir,,,,,[],"{'price_text': '2 000', 'data_quality_score': 100.0}",2026-02-21 10:02:24.307963,2026-02-21,Sale,TND,,[]
3,1011909,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10119&rech_cod_loc=1011909,App. 2 Pièc,Bel appart complètement meubl,Bel appart complètement meubl,,,,Le Bardo,,Le Bardo,,,,,[],"{'price_text': '900', 'data_quality_score': 80.0}",2026-02-21 10:02:22.021739,2026-02-21,Rent,TND,,[]
293,1020501,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10205&rech_cod_loc=1020501,Terrain Nu,Jardin menzah2 vnt ter,Jardin menzah2 vnt ter,400000.0,,,Cite Ali Bourgu,,Cite Ali Bourgu,,,,,[],"{'price_text': '400 000', 'data_quality_score': 100.0}",2026-02-21 10:02:22.019739,2026-02-21,Sale,TND,,[]
258,1030427,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10304&rech_cod_loc=1030427,App. 3 Pièc,Villa mongi slim,Villa mongi slim,345000.0,,,Ezzahra,,Ezzahra,,,,,[],"{'price_text': '345 000', 'data_quality_score': 100.0}",2026-02-21 10:02:22.019739,2026-02-21,Sale,TND,,[]
280,1020730,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10207&rech_cod_loc=1020730,Terrain Nu,Terrain nu jabbes,Terrain nu jabbes,420000.0,,,Jabbes,,Jabbes,,,,,[],"{'price_text': '420 000', 'data_quality_score': 100.0}",2026-02-21 10:02:22.017735,2026-02-21,Sale,TND,,[]
275,1020127,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10201&rech_cod_loc=1020127,Maisons,Rdc villa 2200d bureauti,Rdc villa 2200d bureauti,2200.0,,,Nouvelle Ariana,,Nouvelle Ariana,,,,,[],"{'price_text': '2 200', 'data_quality_score': 100.0}",2026-02-21 10:02:22.017735,2026-02-21,Rent,TND,,[]
220,1030602,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10306&rech_cod_loc=1030602,Bureau,Villa et studio borj ced,Villa et studio borj ced,355000.0,,,Borj Cedria,,Borj Cedria,,,,,[],"{'price_text': '355 000', 'data_quality_score': 100.0}",2026-02-21 10:02:19.692114,2026-02-21,Sale,TND,,[]
199,1020123,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10201&rech_cod_loc=1020123,App. 3 Pièc,Studio meublé par nuitée cli,Studio meublé par nuitée cli,,,,El Menzah 5,,El Menzah 5,,,,,[],"{'price_text': '1 000', 'data_quality_score': 80.0}",2026-02-21 10:02:19.692114,2026-02-21,Rent,TND,,[]
146,1020102,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10201&rech_cod_loc=1020102,App. 3 Pièc,Borj baccouch ariana appt,Borj baccouch ariana appt,1200.0,,,Borj El Baccouc,,Borj El Baccouc,,,,,[],"{'price_text': '1 200', 'data_quality_score': 100.0}",2026-02-21 10:02:19.691117,2026-02-21,Rent,TND,,[]
252,1020511,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10205&rech_cod_loc=1020511,Autre,Jardin el menzeh 2,Jardin el menzeh 2,8055000.0,,,Cite Rous El Ha,,Cite Rous El Ha,,,,,[],"{'price_text': '8 055 000', 'data_quality_score': 100.0}",2026-02-21 10:02:19.690108,2026-02-21,Sale,TND,,[]
251,1030719,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10307&rech_cod_loc=1030719,Maisons,Immeuble hammam lif,Immeuble hammam lif,360000.0,,,Hammam Lif,,Hammam Lif,,,,,[],"{'price_text': '360 000', 'data_quality_score': 100.0}",2026-02-21 10:02:19.690108,2026-02-21,Sale,TND,,[]
762,1020402,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10204&rech_cod_loc=1020402,App. 4 Pièc,Appartement s plus 3,Appartement s plus 3,,,,Borj Louzir,,Borj Louzir,,,,,[],"{'price_text': '650', 'data_quality_score': 80.0}",2026-02-21 10:02:17.400900,2026-02-21,Rent,TND,,[]
760,1070503,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10705&rech_cod_loc=1070503,Terrain Agr,Terrain agricole pra,Terrain agricole pra,450000.0,,,Ouled Zid,,Ouled Zid,,,,,[],"{'price_text': '450 000', 'data_quality_score': 100.0}",2026-02-21 10:02:17.400900,2026-02-21,Sale,TND,,[]
761,1012007,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10120&rech_cod_loc=1012007,Maisons,Villa soleil à montf,Villa soleil à montf,600000.0,,,Monfleury,,Monfleury,,,,,[],"{'price_text': '600 000', 'data_quality_score': 100.0}",2026-02-21 10:02:17.400900,2026-02-21,Sale,TND,,[]
757,1210502,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=12105&rech_cod_loc=1210502,Terrain Nu,Terrain ahergla,Terrain ahergla,119000.0,,,Hergla,,Hergla,,,,,[],"{'price_text': '119 000', 'data_quality_score': 100.0}",2026-02-21 10:02:17.400900,2026-02-21,Sale,TND,,[]
751,1020513,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10205&rech_cod_loc=1020513,Terrain Nu,Terrain pour construction,Terrain pour construction,161850.0,,,Mnihla,,Mnihla,,,,,[],"{'price_text': '161 850', 'data_quality_score': 100.0}",2026-02-21 10:02:17.399900,2026-02-21,Sale,TND,,[]
753,1011907,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10119&rech_cod_loc=1011907,App. 2 Pièc,Studio vides,Studio vides,,,,Khaznadar,,Khaznadar,,,,,[],"{'price_text': '400', 'data_quality_score': 80.0}",2026-02-21 10:02:17.399900,2026-02-21,Rent,TND,,[]
201,1210102,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=12101&rech_cod_loc=1210102,App. 2 Pièc,S2 pieds dans l eau pied,S2 pieds dans l eau pied,11111.0,,,Chatt Meriem,,Chatt Meriem,,,,,[],"{'price_text': '11 111', 'data_quality_score': 100.0}",2026-02-21 09:49:21.158881,2026-02-20,Sale,TND,,[]
198,1010106,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10101&rech_cod_loc=1010106,Bureau,Bureau hall plus 3 a,Bureau hall plus 3 a,,,,Republique,,Republique,,,,,[],"{'price_text': '850', 'data_quality_score': 80.0}",2026-02-21 09:49:21.157883,2026-02-20,Sale,TND,,[]
192,1150421,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=11504&rech_cod_loc=1150421,Autre,Terrain potentiel à 3 km,Terrain potentiel à 3 km,1020000.0,,,Djerba,,Djerba,,,,,[],"{'price_text': '1 020 000', 'data_quality_score': 100.0}",2026-02-21 09:49:21.156877,2026-02-20,Sale,TND,,[]
209,1010816,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10108&rech_cod_loc=1010816,Maisons,Villa sur 3 niveaux,Villa sur 3 niveaux,3800.0,,,El Manar 1,,El Manar 1,,,,,[],{'data_quality_score': 100.0},2026-02-21 09:39:25.361874,2026-02-20,Rent,TND,,[]
234,1020403,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10204&rech_cod_loc=1020403,Terrain Nu,Terrain à la charguia 1,Terrain à la charguia 1,3005600.0,,,Charguia 1,,Charguia 1,,,,,[],{'data_quality_score': 100.0},2026-02-21 09:22:56.760405,2026-02-20,Sale,TND,,[]
229,1010201,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10102&rech_cod_loc=1010201,App. 2 Pièc,Appart s2 el khirbab,Appart s2 el khirbab,120000.0,,,Bab El Akoues,,Bab El Akoues,,,,,[],{'data_quality_score': 100.0},2026-02-21 09:22:56.759379,2026-02-20,Sale,TND,,[]
221,1020126,tunisieannonce,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10201&rech_cod_loc=1020126,App. 2 Pièc,S1 meublé à menzah8,S1 meublé à menzah8,,,,El Menzah 8,,El Menzah 8,,,,,[],{'data_quality_score': 80.0},2026-02-21 09:22:54.089235,2026-02-20,Rent,TND,,[]
