id,listing_id,region,nature,type,description,price,price_text,date_modified,url,scraped_at,data_quality_score
214,1020135,Riadh Landlous,Vente,App. 4 pièc,S3 390 md direct promote,390000.0,390 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10201&rech_cod_loc=1020135,2026-02-16T13:34:11.275797,100.0
217,1020613,Cite El Ghazala,Vente,App. 4 pièc,S3 355 md ghazela,355000.0,355 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10206&rech_cod_loc=1020613,2026-02-16T13:34:11.275797,100.0
201,1091117,Sbikha,Terrain,Terrain nu,Terrain pour habitation,80000.0,80 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10911&rech_cod_loc=1091117,2026-02-16T13:34:11.274795,100.0
203,1020455,Sidi Frej,Location,Surfaces,Un dépôt de 200m2 à la s,1200.0,1 200,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10204&rech_cod_loc=1020455,2026-02-16T13:34:11.274795,100.0
204,1031036,Mornag,Terrain,Terrain nu,Hbel terrain,600000.0,600 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10310&rech_cod_loc=1031036,2026-02-16T13:34:11.274795,100.0
205,1020417,Cite De L'Aerop,Location,Surfaces,Un dépôt à la soukra dar fadh,,850,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10204&rech_cod_loc=1020417,2026-02-16T13:34:11.274795,80.0
193,1160819,Zone Hoteliere,Vente,Autre,Pour investisseur hôtelier,50000.0,50 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=11608&rech_cod_loc=1160819,2026-02-16T13:34:08.278983,100.0
196,1010908,El Omrane,Location,Maisons,Studio s1 meublé a f,,800,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10109&rech_cod_loc=1010908,2026-02-16T13:34:08.278983,80.0
199,1011730,Gammart,Location,Maisons,Villa s4 avec terrasse à,3000.0,3 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10117&rech_cod_loc=1011730,2026-02-16T13:34:08.278983,100.0
185,1030335,El Mourouj,Vente,App. 4 pièc,Appartement mourouj 3 2 étage,170000.0,170 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10303&rech_cod_loc=1030335,2026-02-16T13:34:08.277983,100.0
186,1020125,El Menzah 7,Location,App. 3 pièc,Des apartés meuble et vide co,,150,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10201&rech_cod_loc=1020125,2026-02-16T13:34:08.277983,80.0
187,1171009,Dar Allouche,Terrain,Terrain nu,Terrain dar allouch,480000.0,480 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=11710&rech_cod_loc=1171009,2026-02-16T13:34:08.277983,100.0
192,1030204,Cite Bou Mhel,Vente,Maisons,Bonne opportunité à boumhel,1100000.0,1 100 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10302&rech_cod_loc=1030204,2026-02-16T13:34:08.277983,100.0
179,1211210,Sahloul,Vente,Surfaces,Terrain commerciale r8 s,2805000.0,2 805 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=12112&rech_cod_loc=1211210,2026-02-16T13:34:08.276981,100.0
168,1011722,Cite Erriadh,Location,App. 3 pièc,Etage avec terrasse à la,2400.0,2 400,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10117&rech_cod_loc=1011722,2026-02-16T13:34:05.395500,100.0
167,1020515,Jardins d'el Me,Vente,Surfaces,Local commercial 290 md,290000.0,290 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10205&rech_cod_loc=1020515,2026-02-16T13:34:05.394501,100.0
145,1011715,Cite El Hana,Vente,App. 4 pièc,S3 avec jardin à la mars,650000.0,650 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10117&rech_cod_loc=1011715,2026-02-16T13:34:02.503920,100.0
129,1010816,El Manar 1,Vente,App. 4 pièc,Appartement s3 el manar 1,300000.0,300 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10108&rech_cod_loc=1010816,2026-02-16T13:34:02.502922,100.0
131,1181542,Sfax,Terrain,Terrain nu,Terrain 2193m2 rte lafra,1272000.0,1 272 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=11815&rech_cod_loc=1181542,2026-02-16T13:34:02.502922,100.0
132,1011606,La Goulette,Vente,Autre,Immeuble la goulette,3100000.0,3 100 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10116&rech_cod_loc=1011606,2026-02-16T13:34:02.502922,100.0
133,1020127,Nouvelle Ariana,Location,Maisons,Rdc villa 2200d bureauti,2200.0,2 200,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10201&rech_cod_loc=1020127,2026-02-16T13:34:02.502922,100.0
134,1020601,Ariana Essoughr,Location,App. 3 pièc,Ssm2 à la petite ariana,1050.0,1 050,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10206&rech_cod_loc=1020601,2026-02-16T13:34:02.502922,100.0
137,1010309,Sidi Bousaid,Location,App. 2 pièc,Appartement meublé avec,2300.0,2 300,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10103&rech_cod_loc=1010309,2026-02-16T13:34:02.502922,100.0
127,1010703,Le Kram,Vente,App. 3 pièc,Appartement jardins,520000.0,520 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10107&rech_cod_loc=1010703,2026-02-16T13:34:02.501922,100.0
118,1150711,Khazroun,Terrain,Terrain nu,Terrain à djerba midoun,470000.0,470 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=11507&rech_cod_loc=1150711,2026-02-16T13:33:59.653442,100.0
124,1020402,Borj Louzir,Vente,App. 3 pièc,Rdc s2 190 md bahi ladgh,190000.0,190 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10204&rech_cod_loc=1020402,2026-02-16T13:33:59.653442,100.0
125,1170945,Zone Hoteliere,Vente,App. 5 pièc,Villa haut standing,880000.0,880 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=11709&rech_cod_loc=1170945,2026-02-16T13:33:59.653442,100.0
112,1010813,El Menzah 9,Terrain,Terrain nu,Terrain à el menzah 9,1250000.0,1 250 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10108&rech_cod_loc=1010813,2026-02-16T13:33:59.652444,100.0
116,1020639,Raoued,Vente,Maisons,Villa 382 m2 à raoued,350000.0,350 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10206&rech_cod_loc=1020639,2026-02-16T13:33:59.652444,100.0
117,1020116,Cite Ennouzha,Vente,App. 4 pièc,Joli villa à cité ennouz,620000.0,620 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10201&rech_cod_loc=1020116,2026-02-16T13:33:59.652444,100.0
107,1210409,El Kantaoui,Bureaux & Commer,Surfaces,Local commercial sur,400000.0,400 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=12104&rech_cod_loc=1210409,2026-02-16T13:33:59.651444,100.0
87,1071007,Sidi Aich,Terrain,Terrain agr,Terrain agricole guy,1350000.0,1 350 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10710&rech_cod_loc=1071007,2026-02-16T13:33:56.854629,100.0
92,1020403,Charguia 1,Terrain,Terrain nu,Terrain à la charguia 1,3005600.0,3 005 600,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10204&rech_cod_loc=1020403,2026-02-16T13:33:56.854629,100.0
94,1010809,El Menzah 1,Vente,Maisons,Terrain à el menzah,1950000.0,1 950 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10108&rech_cod_loc=1010809,2026-02-16T13:33:56.854629,100.0
96,1040101,Bizerte,Terrain,Terrain nu,Terrain promoteur ta,800000.0,800 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10401&rech_cod_loc=1040101,2026-02-16T13:33:56.854629,100.0
77,1170905,Cite Afh,Vente,App. 4 pièc,V592 appartement elie mr,680000.0,680 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=11709&rech_cod_loc=1170905,2026-02-16T13:33:56.853628,100.0
78,1020123,El Menzah 5,Bureaux & Commer,Bureau,Plateau des bureaux pren,7000.0,7 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10201&rech_cod_loc=1020123,2026-02-16T13:33:56.853628,100.0
80,1210502,Hergla,Vente,Surfaces,Belle terrain 430m2 herg,559000.0,559 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=12105&rech_cod_loc=1210502,2026-02-16T13:33:56.853628,100.0
45,1010812,El Menzah 4,Location,App. 4 pièc,S3 menzah 4 2300d,2300.0,2 300,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10108&rech_cod_loc=1010812,2026-02-16T13:33:51.427137,100.0
31,1031201,Chouchet Rades,Terrain,Terrain nu,Terrain de promotion à chouch,1200000.0,1 200 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10312&rech_cod_loc=1031201,2026-02-16T13:33:51.426139,100.0
33,1010814,Mutuelle Ville,Location,Maisons,Villa mutuelle ville hab,5000.0,5 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10108&rech_cod_loc=1010814,2026-02-16T13:33:51.426139,100.0
26,1030529,Naassen,Terrain,Terrain nu,Terrain à naassen,950000.0,950 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10305&rech_cod_loc=1030529,2026-02-16T13:33:51.425138,100.0
20,1170902,Bir Bouregba,Location,Maisons,Villa meublée avec pis,,500,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=11709&rech_cod_loc=1170902,2026-02-16T13:33:48.977543,80.0
24,1040409,Ghar El Melh,Terrain,Terrain nu,Terrain à ghar el me,656400.0,656 400,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10404&rech_cod_loc=1040409,2026-02-16T13:33:48.977543,100.0
9,1020704,Cebalet Ben Amm,Terrain,Terrain nu,Terrain nu cebalet ben ammar,692250.0,692 250,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10207&rech_cod_loc=1020704,2026-02-16T13:33:48.976631,100.0
10,1020705,Chorfech,Terrain,Terrain nu,Terrain nu chorfech,130000.0,130 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10207&rech_cod_loc=1020705,2026-02-16T13:33:48.976631,100.0
12,1020730,Jabbes,Terrain,Terrain nu,Terrain nu jabbes,160000.0,160 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=10207&rech_cod_loc=1020730,2026-02-16T13:33:48.976631,100.0
3,1210402,Cite De La Plag,Vente,App. 3 pièc,Appartement pour famille,270000.0,270 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=12104&rech_cod_loc=1210402,2026-02-16T13:33:48.975625,100.0
5,1211012,Sidi Bou Ali,Terrain,Terrain agr,Seniya a chiab route de sidi,450000.0,450 000,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=12110&rech_cod_loc=1211012,2026-02-16T13:33:48.975625,100.0
6,1210102,Chatt Meriem,Location,Surfaces,Dépôt pour stockage,1200.0,1 200,16/02/2026,http://www.tunisie-annonce.com/AnnoncesImmobilier.asp?rech_cod_pay=TN&rech_cod_vil=12101&rech_cod_loc=1210102,2026-02-16T13:33:48.975625,100.0
