ds,yhat,yhat_lower,yhat_upper
2033-08-01,2.2717557494601692,-4.142787237579827,8.224576818666064
2033-09-01,2.216555184927085,-4.344874303497425,8.313942769365411
2033-10-01,2.163135283766035,-4.455664558873955,8.340443676569988
2033-11-01,2.107934719232949,-4.588149177563245,8.425915668034893
2033-12-01,2.0545148180718993,-4.719548324825231,8.492696979365462
2034-01-01,1.9993142535388166,-4.9399763377003865,8.565150460912701
2034-02-01,1.9441136890057304,-5.141204893819132,8.68419027606828
2034-03-01,1.894255114588752,-5.354871101952127,8.732012773259084
2034-04-01,1.8390545500556659,-5.4969112851867985,8.764159842619003
2034-05-01,1.7856346488946162,-5.6885286358583835,8.799350504859458
2034-06-01,1.7304340843615318,-5.942764807735376,8.765074279050387
2034-07-01,1.6770141832004821,-6.004051271546185,8.917442394320389
2034-08-01,1.6218136186673977,-6.1958671319873675,8.891291894241517
2034-09-01,1.5666130541343133,-6.399180436199796,9.010558442412004
2034-10-01,1.5131931529732636,-6.505248927995218,9.070876922867967
2034-11-01,1.4579925884401774,-6.69113534479977,9.129650208268092
2034-12-01,1.4045726872791278,-6.842238607149651,9.121164225098656
2035-01-01,1.3493721227460451,-7.043824110722154,9.259588363448925
2035-02-01,1.294171558212959,-7.198591826230923,9.289433743506407
2035-03-01,1.2443129837959805,-7.315089944632866,9.334958025853195
2035-04-01,1.1891124192628943,-7.4972655727523545,9.421207397414296
2035-05-01,1.1356925181018447,-7.720349549438967,9.441956888220247
2035-06-01,1.0804919535687603,-7.783171817399359,9.421350991917377
2035-07-01,1.0270720524077106,-8.036097823693064,9.528003221190293
2035-08-01,0.9718714878746262,-8.052362145080023,9.592375876221286
2035-09-01,0.9166709233415418,-8.240032280272581,9.627787357118631
2035-10-01,0.8632510221804921,-8.491153800485934,9.591367502570499
2035-11-01,0.8080504576474077,-8.63779984480335,9.705754566323538
2035-12-01,0.754630556486358,-8.78600723006624,9.793481735782306
2036-01-01,0.6994299919532736,-9.019897339440107,9.847063015324151
2036-02-01,0.6442294274201874,-9.225213661788203,9.904818098823643
2036-03-01,0.5925901896311725,-9.318288954135609,9.947147455386583
2036-04-01,0.5373896250980899,-9.427905669340266,10.05940773351822
2036-05-01,0.4839697239370402,-9.751095805788339,9.97229498709271
2036-06-01,0.428769159403954,-9.83583168240963,10.064845152415455
2036-07-01,0.3753492582429043,-10.00742604422533,10.173544757282608
2036-08-01,0.3201486937098199,-10.069046206038095,10.190867118171642
2036-09-01,0.2649481291767355,-10.29772641452037,10.372304758760864
2036-10-01,0.21152822801568583,-10.398290196483272,10.416498707053984
2036-11-01,0.1563276634826014,-10.639815046333062,10.583087246691399
2036-12-01,0.10290776232155174,-10.809859354170946,10.632047132306122
2037-01-01,0.04770719778846555,-10.910178252797133,10.683999119486147
2037-02-01,-0.0074933667446170915,-11.011654257788786,10.783946509874216
2037-03-01,-0.05735194116159725,-11.148314643583959,10.921795227697709
2037-04-01,-0.11255250569468167,-11.359793154847948,10.810986668154474
2037-05-01,-0.16597240685573134,-11.45106356279651,11.001056351888378
2037-06-01,-0.22117297138881753,-11.69539480371533,11.114085459588182
2037-07-01,-0.2745928725498672,-11.85155776279963,11.084826227071769
2037-08-01,-0.3297934370829516,-12.127966662477872,11.350908333692502
2037-09-01,-0.38499400161603603,-12.29867703433819,11.34266787529451
2037-10-01,-0.4384139027770857,-12.460182927097668,11.459345701385832
2037-11-01,-0.4936144673101701,-12.616268620238902,11.401885673635919
2037-12-01,-0.5470343684712198,-12.894480501352424,11.809060368927824
2038-01-01,-0.6022349330043042,-13.141829191781785,11.691152422081839
2038-02-01,-0.6574354975373886,-13.341875640307828,11.916999394645266
2038-03-01,-0.7072940719543688,-13.474992356960827,11.894398498692796
2038-04-01,-0.7624946364874532,-13.686323532163957,12.117304532888255
2038-05-01,-0.8159145376485029,-13.78398738534641,12.065672923501374
2038-06-01,-0.871115102181589,-13.983025775020037,12.264065593456653
2038-07-01,-0.9245350033426369,-14.199381369547229,12.464571121747714
2038-08-01,-0.9797355678757214,-14.353416446017448,12.523004785818904
2038-09-01,-1.0349361324088076,-14.505547522230463,12.589255028704258
2038-10-01,-1.0883560335698554,-14.69896584346813,12.783782565334201
2038-11-01,-1.1435565981029416,-14.8658547756094,13.06428116540853
2038-12-01,-1.1969764992639913,-15.036281158087968,13.118201287120247
2039-01-01,-1.2521770637970757,-15.316286638852874,12.983533452957266
2039-02-01,-1.3073776283301601,-15.417942569017022,13.149058977977978
2039-03-01,-1.3572362027471385,-15.625788233726324,13.197982685174216
2039-04-01,-1.4124367672802247,-15.681272793075863,13.20915767019656
2039-05-01,-1.4658566684412744,-15.905700818254303,13.31478991992048
2039-06-01,-1.5210572329743588,-16.123855617989047,13.388317995568523
2039-07-01,-1.5744771341354085,-16.403888884926953,13.435671812134759
2039-08-01,-1.6296776986684929,-16.56524018766835,13.468605001717599
2039-09-01,-1.6848782632015773,-16.813607455000337,13.593039047353562
2039-10-01,-1.738298164362627,-16.988119743258654,13.548970905609156
2039-11-01,-1.7934987288957132,-17.235573409124342,13.73128995504699
2039-12-01,-1.8469186300567628,-17.394149971521745,13.665172612326758
2040-01-01,-1.9021191945898455,-17.484713755196253,13.757341760134407
2040-02-01,-1.9573197591229317,-17.73439729965541,13.809755572234216
2040-03-01,-2.0089589969119466,-17.846950128525734,13.845705527909773
2040-04-01,-2.064159561445031,-18.099303233576236,14.069287901675363
2040-05-01,-2.1175794626060807,-18.3040670356118,14.026400501450997
2040-06-01,-2.172780027139165,-18.453074307378596,14.052025146985727
2040-07-01,-2.2261999283002147,-18.615105778370104,14.040089331296132
2040-08-01,-2.281400492833299,-19.008030590587815,14.299928926587535
2040-09-01,-2.3366010573663836,-19.16059560520246,14.31541281754646
2040-10-01,-2.3900209585274332,-19.390783399235858,14.454161310630916
2040-11-01,-2.4452215230605177,-19.683658148031668,14.456946887996383
2040-12-01,-2.4986414242215673,-19.79431456577313,14.7034812511473
2041-01-01,-2.5538419887546535,-20.15204427770469,14.622403540294467
2041-02-01,-2.609042553287736,-20.224909955645362,14.65812605794717
2041-03-01,-2.658901127704718,-20.49386049738827,14.649401264192154
2041-04-01,-2.7141016922378007,-20.628786095781876,14.714096529023784
2041-05-01,-2.7675215933988504,-20.876929364653872,14.704870841695051
2041-06-01,-2.8227221579319366,-21.029227513496835,14.913046586032076
2041-07-01,-2.8761420590929863,-21.269538150963403,14.735592343658926
2041-08-01,-2.9313426236260707,-21.412394085334896,14.893159926013034
2041-09-01,-2.986543188159155,-21.577711802668354,15.01662248381505
2041-10-01,-3.0399630893202048,-21.832755488801126,15.018267841902208
2041-11-01,-3.095163653853291,-22.14541954544557,15.037866424449726
2041-12-01,-3.1485835550143406,-22.35293011993464,15.22650883808503
2042-01-01,-3.2037841195474233,-22.418344955493826,15.289814209041719
2042-02-01,-3.2589846840805077,-22.793268318628293,15.21486607421439
2042-03-01,-3.308843258497488,-22.99809517323588,15.387006294067614
2042-04-01,-3.3640438230305723,-23.193917793684157,15.361243288325927
2042-05-01,-3.417463724191622,-23.32037195387345,15.644849238547922
2042-06-01,-3.472664288724708,-23.62984022054403,15.647178539026777
2042-07-01,-3.526084189885758,-23.915504156434405,15.868395476009205
2042-08-01,-3.581284754418842,-23.962621356390628,15.720297918311845
2042-09-01,-3.636485318951925,-24.357944231933622,15.795135509071782
2042-10-01,-3.6899052201129745,-24.62240120418638,16.130801503697118
2042-11-01,-3.7451057846460607,-24.78757928012283,15.993348260192544
2042-12-01,-3.7985256858071104,-25.037660384667717,16.149334789524737
2043-01-01,-3.8537262503401966,-25.21651216395377,16.16821543401943
2043-02-01,-3.908926814873281,-25.509068369730354,16.300324581177556
2043-03-01,-3.9587853892902594,-25.688068489421536,16.589006393847196
2043-04-01,-4.0139859538233456,-25.8412436064392,16.844384494765723
2043-05-01,-4.067405854984392,-25.975890103141047,16.696500515886616
2043-06-01,-4.122606419517478,-26.209998527301234,16.733568309513174
2043-07-01,-4.1760263206785275,-26.388826078892937,16.91243059692844
2043-08-01,-4.231226885211614,-26.58114212965273,17.089420225758403
2043-09-01,-4.286427449744698,-26.730288741437622,17.267153348045355
2043-10-01,-4.339847350905748,-26.977177219620582,17.442223413965646
2043-11-01,-4.39504791543883,-27.064521019453544,17.36511960840497
2043-12-01,-4.44846781659988,-27.406219518551147,17.515233689538515
2044-01-01,-4.503668381132966,-27.650225683375574,17.68995619353551
2044-02-01,-4.558868945666051,-27.97605008952012,17.831374117876923
2044-03-01,-4.610508183455066,-28.356085082167045,17.833891151158983
2044-04-01,-4.66570874798815,-28.397240642668496,18.088765515069703
2044-05-01,-4.7191286491492015,-28.749449858557554,18.175411257880327
2044-06-01,-4.774329213682286,-29.085010559219704,18.127704116966303
2044-07-01,-4.827749114843332,-29.199296065513813,18.326133311470475
2044-08-01,-4.882949679376418,-29.64766064332911,18.393046617741817
2044-09-01,-4.938150243909503,-29.86628991043481,18.55928978878117
2044-10-01,-4.991570145070554,-30.234452560826163,18.50114550052656
2044-11-01,-5.0467707096036385,-30.56250108593162,18.57047720727817
2044-12-01,-5.100190610764688,-30.726667503707475,18.542986576556046
2045-01-01,-5.155391175297771,-31.05491300053557,18.66997036767655
2045-02-01,-5.210591739830857,-31.132586835310086,18.8105482172396
2045-03-01,-5.260450314247835,-31.417996961791435,18.873308935843536
2045-04-01,-5.31565087878092,-31.840249573427368,18.77696479485921
2045-05-01,-5.369070779941971,-32.066224114567795,19.0067123682932
2045-06-01,-5.424271344475056,-32.29151910324398,18.972477975360153
2045-07-01,-5.477691245636105,-32.63790198361055,19.141783690172606
2045-08-01,-5.5328918101691915,-32.862329148129774,19.13423941606167
2045-09-01,-5.588092374702274,-33.21521144997044,19.186681951743786
2045-10-01,-5.641512275863324,-33.185784286920374,19.156292792639245
2045-11-01,-5.696712840396408,-33.330888225196674,19.33049094971429
2045-12-01,-5.750132741557458,-33.33904600729193,19.449875375087874
2046-01-01,-5.805333306090542,-33.66800520424507,19.574717920457793
2046-02-01,-5.86053387062363,-33.78088023263371,19.548584334533732
2046-03-01,-5.910392445040607,-34.09235511219221,19.95177068991328
