id,ipim_type,property_type,price,currency,city,municipality,region,surface,rooms,price_per_m2,latitude,longitude,reliability_score,reliability_level,is_outlier,scraped_at,last_updated
0f0a9255-5fb4-43f3-8559-cb2ba124e841,appartement,apartment,600000.0,TND,Ariana,,,500.0,3.0,1200.0,36.80810288730512,10.184881573529989,50.0,GOOD,False,2026-04-15 16:26:02.521918+00,2026-04-15 16:26:02.521918+00
1f57d1a4-8e01-490e-9a73-9a4c6b0bff87,appartement,apartment,350000.0,TND,Tunis,,,120.0,3.0,2916.67,,,50.0,GOOD,False,2026-04-15 12:24:41.701199+00,2026-04-15 12:24:41.701435+00
2419a8c3-eb2b-4f69-ac6d-103265d8cc6d,appartement,apartment,800000.0,TND,Ariana,,,500.0,3.0,1600.0,36.80605477987068,10.174213553078008,50.0,GOOD,False,2026-04-15 16:30:08.029003+00,2026-04-15 16:30:08.029003+00
4986636c-66d6-44c9-940e-22a72e93bd68,appartement,apartment,2000000.0,TND,Gabès,,,1200.0,3.0,1666.67,36.799987284485375,10.172133142981531,50.0,GOOD,False,2026-04-15 16:32:46.033799+00,2026-04-15 16:32:46.033799+00
679f4cd0-71d1-4008-b610-b82da630befb,appartement,apartment,200000.0,TND,Ariana,,,100.0,3.0,2000.0,,,50.0,GOOD,False,2026-04-15 14:52:18.321366+00,2026-04-15 14:52:18.321366+00
75033308-79b7-4e85-a5eb-87990aca1ef9,appartement,apartment,200000.0,TND,Sousse,,,500.0,3.0,400.0,36.59158817910076,10.505138298288578,50.0,GOOD,False,2026-04-15 15:08:11.26374+00,2026-04-15 15:08:11.26374+00
905256f5-04d9-4efe-949e-1d81a8878647,appartement,apartment,800000.0,TND,Ariana,,,500.0,3.0,1600.0,36.80810288730512,10.184881573529989,50.0,GOOD,False,2026-04-15 16:27:33.401227+00,2026-04-15 16:27:33.401227+00
affare:affare_1000,terrain,land,550.0,TND,Bizerte Nord,Bizerte Nord,BIZERTE,1000.0,,0.55,37.2803,9.8205,85.0,HIGH,True,2026-03-27 11:16:21.832237+00,2026-04-09 15:38:07.719401+00
affare:affare_136985,terrain,land,2500.0,TND,Sfax Ville,Sfax Ville,SFAX,661.0,7.0,3.78,34.7406,10.76,90.0,HIGH,True,2026-03-27 11:14:57.776841+00,2026-04-09 15:38:07.923627+00
affare:affare_146110,terrain,land,2500.0,TND,Sfax Ville,Sfax Ville,SFAX,660.0,,3.79,34.7406,10.76,80.0,GOOD,True,2026-03-27 11:14:40.395781+00,2026-04-09 15:38:08.829297+00
affare:affare_164918,terrain,land,1500.0,TND,Bir Mchergua,Zaghouan,ZAGHOUAN,,,,36.4025,10.1431,45.0,LOW,True,2026-03-27 00:38:38.690187+00,2026-04-09 15:38:08.07932+00
affare:affare_195701,maison,villa,1290.0,TND,,,,430.0,3.0,,33.8439408,9.400138,,,False,2026-04-09 09:23:04.401719+00,2026-04-09 15:38:08.478567+00
affare:affare_220450,terrain,land,155000.0,TND,Bir Mchergua,Zaghouan,ZAGHOUAN,,,,36.4025,10.1431,60.0,GOOD,False,2026-03-27 00:39:17.551397+00,2026-04-09 15:38:06.238835+00
affare:affare_223096,terrain,land,78000.0,TND,,,,312.0,,,33.8439408,9.400138,,,False,2026-04-09 10:47:44.239064+00,2026-04-09 15:38:09.071762+00
affare:affare_226855,terrain,land,430.0,TND,,,,202.0,,2.13,33.8439408,9.400138,20.0,DROP,True,2026-04-06 08:20:06.964392+00,2026-04-09 15:38:10.300427+00
affare:affare_228981,maison,villa,,TND,,,,2500.0,10.0,,33.8439408,9.400138,30.0,LOW,False,2026-04-06 18:11:05.580332+00,2026-04-09 15:38:09.861681+00
affare:affare_235663,terrain,land,950000.0,TND,,,,730.0,,1301.37,33.8439408,9.400138,20.0,DROP,False,2026-04-06 08:19:40.105229+00,2026-04-09 15:38:05.995698+00
affare:affare_236234,terrain,land,580000.0,TND,,,,300.0,4.0,1933.33,33.8439408,9.400138,45.0,LOW,False,2026-04-06 18:11:26.554994+00,2026-04-09 15:38:06.385597+00
affare:affare_236238,terrain,land,2600.0,TND,,,,,,,33.8439408,9.400138,0.0,DROP,True,2026-04-06 18:11:15.868606+00,2026-04-09 15:38:10.203059+00
affare:affare_2400,terrain,land,1000.0,TND,Sousse Jawhara,Sidi El Heni,SOUSSE,2400.0,,0.42,35.6756,10.3106,80.0,GOOD,True,2026-04-01 16:46:47.722434+00,2026-04-09 15:38:09.471827+00
affare:affare_241003,terrain,land,165000.0,TND,Bir Mchergua,Zaghouan,ZAGHOUAN,,,,36.4025,10.1431,60.0,GOOD,False,2026-03-27 00:38:52.654623+00,2026-04-09 15:38:09.373952+00
affare:affare_241022,terrain,land,1500.0,TND,Bir Mchergua,Zaghouan,ZAGHOUAN,13.0,,115.38,36.4025,10.1431,85.0,HIGH,True,2026-03-27 00:38:26.178137+00,2026-04-09 15:38:07.821233+00
affare:affare_241047,appartement,apartment,,TND,Monastir,Monastir,MONASTIR,,1.0,,35.7644,10.8,50.0,LOW,False,2026-03-27 11:13:19.68751+00,2026-04-09 15:38:07.57196+00
affare:affare_241651,terrain,land,960000.0,TND,Bir Mchergua,Zaghouan,ZAGHOUAN,,,,36.4025,10.1431,60.0,GOOD,False,2026-03-27 00:39:05.119503+00,2026-04-09 15:38:10.251+00
affare:affare_243701,terrain,land,450.0,TND,,,,430.0,,1.05,33.8439408,9.400138,20.0,DROP,True,2026-04-06 08:20:20.108309+00,2026-04-09 15:38:08.27992+00
affare:affare_243813,appartement,apartment,,TND,Monastir,Monastir,MONASTIR,,3.0,,35.7644,10.8,50.0,LOW,False,2026-03-27 11:13:07.858269+00,2026-04-09 15:38:07.875443+00
affare:affare_246809,appartement,apartment,2000.0,TND,L'Aouina,Jebel Jelloud,TUNIS,208.0,4.0,9.62,36.7667,10.1833,90.0,HIGH,True,2026-03-31 08:10:51.761866+00,2026-04-09 15:38:10.15467+00
affare:affare_246872,appartement,apartment,2000.0,TND,,,,209.0,4.0,,33.8439408,9.400138,,,False,2026-04-09 09:22:52.465855+00,2026-04-09 15:38:10.05554+00
affare:affare_247788,appartement,apartment,,TND,Ennasr,Ariana Ville,ARIANA,194.0,3.0,,36.866011,10.193923,90.0,HIGH,False,2026-03-28 23:51:29.470384+00,2026-04-09 15:38:05.940751+00
affare:affare_247794,maison,villa,600000.0,TND,Ennasr,Ariana Ville,ARIANA,212.0,3.0,2830.19,36.866011,10.193923,100.0,HIGH,False,2026-03-27 11:13:49.925649+00,2026-04-09 15:38:08.586089+00
affare:affare_248366,terrain,land,320000.0,TND,Bir Mchergua,Zaghouan,ZAGHOUAN,,,,36.4025,10.1431,65.0,GOOD,False,2026-03-26 16:50:47.073392+00,2026-04-09 15:38:06.978565+00
affare:affare_248970,terrain,land,1350.0,TND,,,,875.0,3.0,1.54,33.8439408,9.400138,25.0,LOW,True,2026-04-06 18:10:43.468907+00,2026-04-09 15:38:06.285873+00
affare:affare_249009,appartement,apartment,100000.0,TND,Radès,Rades,BEN AROUS,75.0,2.0,1333.33,36.7782,10.2815,100.0,HIGH,False,2026-04-01 16:47:02.791189+00,2026-04-09 15:38:10.456228+00
affare:affare_249844,terrain,land,,TND,Bizerte Nord,Bizerte Nord,BIZERTE,254.0,,,37.2803,9.8205,55.0,LOW,False,2026-03-27 11:15:45.353837+00,2026-04-09 15:38:09.024381+00
affare:affare_250291,terrain,land,,TND,Menzah,Ariana Ville,ARIANA,621.0,,,36.866011,10.193923,55.0,LOW,False,2026-03-31 08:11:15.092778+00,2026-04-09 15:38:08.780467+00
affare:affare_250596,appartement,apartment,355000.0,TND,,,,147.0,3.0,,33.8439408,9.400138,,,False,2026-04-09 09:22:41.936613+00,2026-04-09 15:38:06.929586+00
affare:affare_252013,appartement,apartment,406000.0,TND,,,,129.0,3.0,,33.8439408,9.400138,,,False,2026-04-09 10:49:20.532963+00,2026-04-09 15:38:10.007504+00
affare:affare_253257,terrain,land,600000.0,TND,Kalâat El Andalous,Ariana Ville,ARIANA,865.0,2.0,693.64,36.866011,10.193923,100.0,HIGH,False,2026-03-31 08:12:03.162109+00,2026-04-09 15:38:07.367556+00
affare:affare_253269,appartement,apartment,380000.0,TND,,,,190.0,3.0,2000.0,33.8439408,9.400138,55.0,LOW,False,2026-04-06 08:17:55.752507+00,2026-04-09 15:38:06.686449+00
affare:affare_254506,maison,villa,5500.0,TND,Les Berges Du Lac,Jebel Jelloud,TUNIS,180.0,2.0,30.56,36.7667,10.1833,90.0,HIGH,True,2026-03-28 23:49:34.694292+00,2026-04-09 15:38:07.523289+00
affare:affare_254550,maison,villa,245000.0,TND,,,,269.0,3.0,910.78,33.8439408,9.400138,45.0,LOW,False,2026-04-06 08:18:15.857834+00,2026-04-09 15:38:07.767384+00
affare:affare_254771,terrain,land,340000.0,TND,,,,315.0,6.0,,33.8439408,9.400138,,,False,2026-04-09 10:49:08.057251+00,2026-04-09 15:38:09.569507+00
affare:affare_254877,maison,villa,380000.0,TND,,,,139.0,3.0,,33.8439408,9.400138,,,False,2026-04-09 09:21:38.383923+00,2026-04-09 15:38:07.620441+00
affare:affare_255365,terrain,land,1200.0,TND,,,,650.0,4.0,,33.8439408,9.400138,,,False,2026-04-09 10:48:55.333742+00,2026-04-09 15:38:07.415927+00
affare:affare_255449,terrain,land,,TND,,,,100.0,2.0,,33.8439408,9.400138,40.0,LOW,False,2026-04-06 08:19:24.506618+00,2026-04-09 15:38:09.617681+00
affare:affare_255524,maison,villa,1500.0,TND,,,,180.0,3.0,,33.8439408,9.400138,,,False,2026-04-09 09:22:21.062132+00,2026-04-09 15:38:09.959262+00
affare:affare_255746,terrain,land,48000.0,TND,Raoued,Raoued,ARIANA,300.0,,160.0,36.908,10.2,100.0,HIGH,False,2026-03-31 08:10:12.4466+00,2026-04-09 15:38:07.816242+00
affare:affare_256673,appartement,apartment,395000.0,TND,Ennasr,Ariana Ville,ARIANA,155.0,3.0,2548.39,36.866011,10.193923,100.0,HIGH,False,2026-03-27 11:14:18.755457+00,2026-04-09 15:38:08.484491+00
affare:affare_256718,terrain,land,780000.0,TND,,,,500.0,7.0,,33.8439408,9.400138,,,False,2026-04-09 09:21:50.507428+00,2026-04-09 15:38:09.326128+00
affare:affare_256795,maison,villa,280.0,TND,,,,195.0,4.0,,33.8439408,9.400138,,,False,2026-04-09 09:23:32.546405+00,2026-04-09 15:38:08.225144+00
affare:affare_256867,terrain,land,890000.0,TND,,,,500.0,4.0,,33.8439408,9.400138,,,False,2026-04-09 10:48:09.303164+00,2026-04-09 15:38:08.878098+00
affare:affare_257282,terrain,land,,TND,Hammamet,Hammamet,NABEUL,737.0,4.0,,36.4,10.6167,90.0,HIGH,False,2026-04-01 16:49:19.729142+00,2026-04-09 15:38:08.332812+00
affare:affare_257357,appartement,apartment,1200.0,TND,Ennasr,Ariana Ville,ARIANA,74.0,1.0,16.22,36.866011,10.193923,90.0,HIGH,True,2026-03-31 08:11:03.055994+00,2026-04-09 15:38:09.764819+00
affare:affare_257369,terrain,land,3000.0,TND,,,,1200.0,,2.5,33.8439408,9.400138,0.0,DROP,True,2026-04-06 08:16:15.825442+00,2026-04-09 15:38:10.104674+00
affare:affare_257450,terrain,land,,TND,,,,614.0,4.0,,33.8439408,9.400138,,,False,2026-04-09 10:48:42.119844+00,2026-04-09 15:38:08.429432+00
affare:affare_257453,terrain,land,930000.0,TND,,,,510.0,4.0,1823.53,33.8439408,9.400138,75.0,GOOD,False,2026-04-06 08:15:20.946826+00,2026-04-09 15:38:07.124412+00
affare:affare_257455,terrain,land,300000.0,TND,,,,500.0,2.0,600.0,33.8439408,9.400138,45.0,LOW,False,2026-04-06 08:15:03.460521+00,2026-04-09 15:38:06.589386+00
affare:affare_257460,terrain,land,750000.0,TND,,,,250.0,4.0,3000.0,33.8439408,9.400138,45.0,LOW,False,2026-04-06 08:14:20.567521+00,2026-04-09 15:38:07.025933+00
affare:affare_257543,appartement,apartment,315000.0,TND,Ennasr,Ariana Ville,ARIANA,122.0,2.0,2581.97,36.866011,10.193923,100.0,HIGH,False,2026-03-27 00:38:09.44384+00,2026-04-09 15:38:06.879753+00
affare:affare_257683,appartement,apartment,1600.0,TND,,,,125.0,2.0,,33.8439408,9.400138,,,False,2026-04-09 09:22:58.434452+00,2026-04-09 15:38:06.390554+00
affare:affare_257799,appartement,apartment,255000.0,TND,,,,81.0,2.0,3148.15,33.8439408,9.400138,45.0,LOW,False,2026-04-06 08:16:10.399345+00,2026-04-09 15:38:09.716002+00
affare:affare_257803,terrain,land,830000.0,TND,Hammamet,Hammamet,NABEUL,400.0,4.0,2075.0,36.4,10.6167,100.0,HIGH,False,2026-04-01 16:49:36.843819+00,2026-04-09 15:38:07.269263+00
affare:affare_257804,terrain,land,580000.0,TND,,,,170.0,4.0,3411.76,33.8439408,9.400138,45.0,LOW,False,2026-04-06 08:15:57.016074+00,2026-04-09 15:38:08.926964+00
affare:affare_257805,terrain,land,1400.0,TND,,,,650.0,4.0,2.15,33.8439408,9.400138,55.0,LOW,True,2026-04-06 08:15:39.663042+00,2026-04-09 15:38:09.66684+00
affare:affare_257806,maison,villa,380000.0,TND,,,,107.0,3.0,,33.8439408,9.400138,,,False,2026-04-09 10:48:22.523593+00,2026-04-09 15:38:09.131122+00
affare:affare_257808,terrain,land,850000.0,TND,,,,300.0,4.0,,33.8439408,9.400138,,,False,2026-04-09 10:48:30.147172+00,2026-04-09 15:38:08.176916+00
affare:affare_257898,appartement,apartment,1600.0,TND,Ennasr,Ariana Ville,ARIANA,125.0,2.0,12.8,36.866011,10.193923,90.0,HIGH,True,2026-03-31 08:10:57.538893+00,2026-04-09 15:38:06.443318+00
affare:affare_257950,maison,villa,,TND,,,,75.0,3.0,,33.8439408,9.400138,30.0,LOW,False,2026-04-06 08:19:54.779549+00,2026-04-09 15:38:05.929604+00
affare:affare_258435,terrain,land,750000.0,TND,Kalâat El Andalous,Ariana Ville,ARIANA,935.0,4.0,802.14,36.866011,10.193923,100.0,HIGH,False,2026-03-31 08:11:27.415449+00,2026-04-09 15:38:06.140978+00
affare:affare_258480,terrain,land,,TND,Menzah,Ariana Ville,ARIANA,842.0,5.0,,36.866011,10.193923,90.0,HIGH,False,2026-03-28 23:52:16.236359+00,2026-04-09 15:38:06.190826+00
affare:affare_258612,appartement,apartment,,TND,Ennasr,Ariana Ville,ARIANA,140.0,2.0,,36.866011,10.193923,90.0,HIGH,False,2026-03-27 00:38:04.62354+00,2026-04-09 15:38:08.128256+00
affare:affare_258966,terrain,land,,TND,,,,400.0,,,33.8439408,9.400138,30.0,LOW,False,2026-04-06 08:19:08.935467+00,2026-04-09 15:38:11.429504+00
affare:affare_259174,appartement,apartment,366000.0,TND,Sousse Jawhara,Sidi El Heni,SOUSSE,140.0,4.0,2614.29,35.6756,10.3106,100.0,HIGH,False,2026-03-26 16:51:00.198133+00,2026-04-09 15:38:15.165697+00
affare:affare_259175,appartement,apartment,450000.0,TND,Sahloul,Sidi El Heni,SOUSSE,150.0,4.0,3000.0,35.6756,10.3106,100.0,HIGH,False,2026-03-27 00:37:02.236151+00,2026-04-09 15:38:13.165202+00
affare:affare_259176,appartement,apartment,69000.0,TND,Sousse Riadh,Sousse Riadh,SOUSSE,85.0,3.0,811.76,35.8269,10.63,100.0,HIGH,False,2026-03-27 00:36:43.139037+00,2026-04-09 15:38:10.942653+00
affare:affare_259177,appartement,apartment,174000.0,TND,Sousse Riadh,Sousse Riadh,SOUSSE,92.0,3.0,1891.3,35.8269,10.63,100.0,HIGH,False,2026-03-27 00:37:09.158093+00,2026-04-09 15:38:14.730957+00
affare:affare_259178,appartement,apartment,298000.0,TND,Kantaoui,Sidi El Heni,SOUSSE,67.0,2.0,4447.76,35.6756,10.3106,100.0,HIGH,False,2026-03-27 00:36:56.548282+00,2026-04-09 15:38:13.699591+00
affare:affare_259179,appartement,apartment,269000.0,TND,Sousse Jawhara,Sidi El Heni,SOUSSE,85.0,3.0,3164.71,35.6756,10.3106,100.0,HIGH,False,2026-03-27 00:37:22.186866+00,2026-04-09 15:38:12.726004+00
affare:affare_259180,appartement,apartment,420000.0,TND,Hammam Sousse,Hammam Sousse,SOUSSE,106.0,3.0,3962.26,35.8592,10.59,100.0,HIGH,False,2026-03-27 00:36:37.520691+00,2026-04-09 15:38:12.822944+00
affare:affare_259181,terrain,land,150000.0,TND,Bou Argoub,Bou Argoub,NABEUL,5500.0,,27.27,36.55,10.55,70.0,GOOD,True,2026-03-27 00:36:10.567285+00,2026-04-09 15:38:12.375461+00
affare:affare_259183,terrain,land,1500.0,TND,Akouda,Akouda,SOUSSE,482.0,,3.11,35.8667,10.5667,80.0,GOOD,True,2026-03-27 00:35:43.593593+00,2026-04-09 15:38:12.273375+00
affare:affare_259184,terrain,land,250000.0,TND,Béni Khiar,Beni Khiar,NABEUL,240.0,3.0,1041.67,36.45,10.7833,100.0,HIGH,False,2026-03-27 00:35:56.482718+00,2026-04-09 15:38:12.170003+00
affare:affare_259185,terrain,land,2500.0,TND,Hammamet,Hammamet,NABEUL,1200.0,4.0,2.08,36.4,10.6167,90.0,HIGH,True,2026-03-27 00:35:08.403357+00,2026-04-09 15:38:11.137426+00
affare:affare_259186,maison,villa,6.0,TND,Sousse Jawhara,Sidi El Heni,SOUSSE,305.0,,0.02,35.6756,10.3106,85.0,HIGH,True,2026-03-27 00:35:31.010073+00,2026-04-09 15:38:14.195573+00
affare:affare_259187,appartement,apartment,145000.0,TND,Akouda,Akouda,SOUSSE,35.0,1.0,4142.86,35.8667,10.5667,100.0,HIGH,False,2026-03-27 00:35:20.328615+00,2026-04-09 15:38:14.045996+00
affare:affare_259189,appartement,apartment,248000.0,TND,Akouda,Akouda,SOUSSE,90.0,2.0,2755.56,35.8667,10.5667,100.0,HIGH,False,2026-03-27 00:34:19.977748+00,2026-04-09 15:38:14.439272+00
affare:affare_259192,terrain,land,685000.0,TND,Kélibia,Kelibia,NABEUL,200.0,4.0,3425.0,36.8472,11.0944,100.0,HIGH,False,2026-03-27 00:34:42.66253+00,2026-04-09 15:38:14.099103+00
affare:affare_259196,appartement,apartment,480000.0,TND,Sousse Jawhara,Sidi El Heni,SOUSSE,,4.0,,35.6756,10.3106,95.0,HIGH,False,2026-03-27 11:14:34.308583+00,2026-04-09 15:38:15.021768+00
affare:affare_259233,appartement,apartment,750.0,TND,Menzah,Ariana Ville,ARIANA,,1.0,,36.866011,10.193923,75.0,GOOD,True,2026-03-28 23:50:50.752014+00,2026-04-09 15:38:14.925436+00
affare:affare_259234,maison,villa,950.0,TND,Manar,Ariana Ville,ARIANA,,2.0,,36.866011,10.193923,75.0,GOOD,True,2026-03-28 23:51:15.489147+00,2026-04-09 15:38:12.676432+00
affare:affare_259235,appartement,apartment,900.0,TND,Manar,Ariana Ville,ARIANA,,1.0,,36.866011,10.193923,75.0,GOOD,True,2026-03-28 23:51:02.998377+00,2026-04-09 15:38:12.472351+00
affare:affare_259238,appartement,apartment,162000.0,TND,Sousse Jawhara,Sidi El Heni,SOUSSE,,2.0,,35.6756,10.3106,95.0,HIGH,False,2026-03-28 23:48:48.258455+00,2026-04-09 15:38:12.92054+00
affare:affare_259239,terrain,land,324000.0,TND,Hergla,Hergla,SOUSSE,450.0,,720.0,36.0333,10.5,100.0,HIGH,False,2026-03-28 23:49:00.35762+00,2026-04-09 15:38:11.380963+00
affare:affare_259240,appartement,apartment,130000.0,TND,Dar Châabane El Fehri,Nabeul,NABEUL,100.0,2.0,1300.0,36.4561,10.7358,100.0,HIGH,False,2026-03-28 23:48:35.39821+00,2026-04-09 15:38:14.390705+00
affare:affare_259241,terrain,land,57000.0,TND,Sousse Sidi Abdelhamid,Sidi El Heni,SOUSSE,152.0,,375.0,35.6756,10.3106,100.0,HIGH,False,2026-03-28 23:48:24.687221+00,2026-04-09 15:38:11.089782+00
affare:affare_259242,maison,villa,420000.0,TND,Sahloul,Sidi El Heni,SOUSSE,149.0,5.0,2818.79,35.6756,10.3106,100.0,HIGH,False,2026-03-28 23:47:59.0292+00,2026-04-09 15:38:14.292738+00
affare:affare_259243,appartement,apartment,210000.0,TND,Sousse Riadh,Sousse Riadh,SOUSSE,90.0,3.0,2333.33,35.8269,10.63,100.0,HIGH,False,2026-03-28 23:48:11.694521+00,2026-04-09 15:38:13.261605+00
affare:affare_259244,terrain,land,150000.0,TND,Akouda,Akouda,SOUSSE,314.0,,477.71,35.8667,10.5667,100.0,HIGH,False,2026-03-28 23:47:46.928529+00,2026-04-09 15:38:12.218664+00
affare:affare_259245,terrain,land,860000.0,TND,Akouda,Akouda,SOUSSE,400.0,4.0,2150.0,35.8667,10.5667,100.0,HIGH,False,2026-03-28 23:47:33.536136+00,2026-04-09 15:38:13.211942+00
affare:affare_259246,terrain,land,369000.0,TND,Sousse Médina,Sidi El Heni,SOUSSE,250.0,4.0,1476.0,35.6756,10.3106,100.0,HIGH,False,2026-03-28 23:47:20.310213+00,2026-04-09 15:38:11.877203+00
affare:affare_259249,terrain,land,,TND,Kasserine Nord,Kasserine Nord,KASSERINE,,,,35.1711,8.8325,40.0,LOW,False,2026-04-01 16:42:59.977309+00,2026-04-09 15:38:11.634707+00
affare:affare_259293,appartement,apartment,275000.0,TND,Manar,Ariana Ville,ARIANA,,3.0,,36.866011,10.193923,95.0,HIGH,False,2026-03-31 08:15:14.662196+00,2026-04-09 15:38:12.774149+00
affare:affare_259296,appartement,apartment,1100.0,TND,Hammamet,Hammamet,NABEUL,70.0,2.0,15.71,36.4,10.6167,90.0,HIGH,True,2026-03-31 08:13:28.135765+00,2026-04-09 15:38:10.747928+00
affare:affare_259298,terrain,land,400000.0,TND,Djerba-Houmt Souk,Houmet Essouk,MEDENINE,164.0,3.0,2439.02,33.8814,10.85,100.0,HIGH,False,2026-03-31 08:14:50.460139+00,2026-04-09 15:38:12.969098+00
affare:affare_259299,appartement,apartment,4500.0,TND,Jardin De Carthage,Carthage,TUNIS,,2.0,,36.8536,10.3256,75.0,GOOD,True,2026-03-31 08:13:40.821788+00,2026-04-09 15:38:12.121153+00
affare:affare_259300,terrain,land,1600.0,TND,La Soukra,La Soukra,ARIANA,1884.0,,0.85,36.885212,10.245301,80.0,GOOD,True,2026-03-31 08:14:15.781959+00,2026-04-09 15:38:11.731648+00
affare:affare_259301,appartement,apartment,1500.0,TND,Mrezga,Nabeul,NABEUL,115.0,2.0,13.04,36.4561,10.7358,90.0,HIGH,True,2026-03-31 08:12:16.6836+00,2026-04-09 15:38:11.976364+00
affare:affare_259302,appartement,apartment,247000.0,TND,Kantaoui,Sidi El Heni,SOUSSE,,2.0,,35.6756,10.3106,95.0,HIGH,False,2026-03-31 08:13:21.724698+00,2026-04-09 15:38:13.018146+00
affare:affare_259304,terrain,land,720000.0,TND,Akouda,Akouda,SOUSSE,482.0,,1493.78,35.8667,10.5667,100.0,HIGH,False,2026-03-31 08:14:04.417989+00,2026-04-09 15:38:14.682652+00
affare:affare_259305,terrain,land,215000.0,TND,Kantaoui,Sidi El Heni,SOUSSE,250.0,,860.0,35.6756,10.3106,100.0,HIGH,False,2026-03-31 08:12:41.039023+00,2026-04-09 15:38:13.99155+00
affare:affare_259306,terrain,land,830.0,TND,Kantaoui,Sidi El Heni,SOUSSE,250.0,3.0,3.32,35.6756,10.3106,90.0,HIGH,True,2026-03-31 08:12:27.802342+00,2026-04-09 15:38:13.357935+00
affare:affare_259307,maison,villa,6000.0,TND,Carthage,Carthage,TUNIS,,4.0,,36.8536,10.3256,95.0,HIGH,False,2026-03-31 08:14:25.777765+00,2026-04-09 15:38:15.070484+00
affare:affare_259308,appartement,apartment,538000.0,TND,Kantaoui,Sidi El Heni,SOUSSE,133.0,4.0,4045.11,35.6756,10.3106,100.0,HIGH,False,2026-03-31 08:12:21.473448+00,2026-04-09 15:38:11.780267+00
affare:affare_259309,appartement,apartment,115000.0,TND,Sousse Riadh,Sousse Riadh,SOUSSE,88.0,2.0,1306.82,35.8269,10.63,100.0,HIGH,False,2026-03-31 08:14:36.900728+00,2026-04-09 15:38:13.115524+00
affare:affare_259310,appartement,apartment,1300.0,TND,Kantaoui,Sidi El Heni,SOUSSE,98.0,2.0,13.27,35.6756,10.3106,90.0,HIGH,True,2026-03-31 08:12:52.430105+00,2026-04-09 15:38:10.650306+00
affare:affare_259311,appartement,apartment,145000.0,TND,Kantaoui,Sidi El Heni,SOUSSE,35.0,1.0,4142.86,35.6756,10.3106,100.0,HIGH,False,2026-03-31 08:13:09.941988+00,2026-04-09 15:38:13.845576+00
affare:affare_259314,terrain,land,340000.0,TND,Sousse Riadh,Sousse Riadh,SOUSSE,128.0,5.0,2656.25,35.8269,10.63,100.0,HIGH,False,2026-03-31 08:12:57.394099+00,2026-04-09 15:38:14.342261+00
affare:affare_259315,appartement,apartment,580.0,TND,Kantaoui,Sidi El Heni,SOUSSE,90.0,2.0,6.44,35.6756,10.3106,90.0,HIGH,True,2026-03-31 08:11:08.530539+00,2026-04-09 15:38:13.748046+00
affare:affare_259403,appartement,apartment,,TND,Sousse Jawhara,Sidi El Heni,SOUSSE,100.0,2.0,,35.6756,10.3106,90.0,HIGH,False,2026-04-01 16:47:16.251097+00,2026-04-09 15:38:11.186353+00
affare:affare_259405,maison,villa,1200.0,TND,Hammamet,Hammamet,NABEUL,320.0,5.0,3.75,36.4,10.6167,90.0,HIGH,True,2026-04-01 16:48:51.320285+00,2026-04-09 15:38:12.871849+00
affare:affare_259406,terrain,land,895000.0,TND,Djerba-Houmt Souk,Houmet Essouk,MEDENINE,275.0,4.0,3254.55,33.8814,10.85,100.0,HIGH,False,2026-04-01 16:48:34.461141+00,2026-04-09 15:38:12.628009+00
affare:affare_259409,maison,villa,980000.0,TND,Hammamet,Hammamet,NABEUL,241.0,3.0,4066.39,36.4,10.6167,100.0,HIGH,False,2026-04-01 16:48:19.678663+00,2026-04-09 15:38:14.487502+00
affare:affare_259412,terrain,land,700000.0,TND,Sidi Bou Ali,Sidi Bou Ali,SOUSSE,,,,35.9833,10.4667,60.0,GOOD,False,2026-04-01 16:46:33.523952+00,2026-04-09 15:38:12.531963+00
affare:affare_259414,appartement,apartment,275000.0,TND,Manar,Ariana Ville,ARIANA,,3.0,,36.866011,10.193923,95.0,HIGH,False,2026-04-01 16:47:30.682436+00,2026-04-09 15:38:12.072949+00
affare:affare_259415,maison,villa,700.0,TND,Hammamet Sud,Hammamet,NABEUL,,4.0,,36.4,10.6167,75.0,GOOD,True,2026-04-01 16:44:29.8212+00,2026-04-09 15:38:14.58559+00
affare:affare_259416,maison,villa,1250.0,TND,Hammamet Nord,Hammamet,NABEUL,,4.0,,36.4,10.6167,75.0,GOOD,True,2026-04-01 16:44:04.69221+00,2026-04-09 15:38:10.797601+00
affare:affare_259417,appartement,apartment,159000.0,TND,Hergla,Hergla,SOUSSE,60.0,2.0,2650.0,36.0333,10.5,100.0,HIGH,False,2026-04-01 16:43:52.342974+00,2026-04-09 15:38:11.040049+00
affare:affare_259418,terrain,land,240000.0,TND,Hammamet,Hammamet,NABEUL,200.0,,1200.0,36.4,10.6167,100.0,HIGH,False,2026-04-01 16:45:52.562237+00,2026-04-09 15:38:12.423233+00
affare:affare_259419,appartement,apartment,1800.0,TND,Jardin De Carthage,Carthage,TUNIS,,1.0,,36.8536,10.3256,75.0,GOOD,True,2026-04-01 16:46:17.477505+00,2026-04-09 15:38:10.505326+00
affare:affare_259422,maison,villa,1200.0,TND,Hammamet,Hammamet,NABEUL,,4.0,,36.4,10.6167,75.0,GOOD,True,2026-04-01 16:45:08.808186+00,2026-04-09 15:38:10.894124+00
affare:affare_259423,maison,villa,1000.0,TND,Hammamet Sud,Hammamet,NABEUL,,3.0,,36.4,10.6167,75.0,GOOD,True,2026-04-01 16:45:36.119309+00,2026-04-09 15:38:15.214022+00
