id,ipim_type,property_type,price,currency,city,municipality,region,surface,rooms,price_per_m2,latitude,longitude,reliability_score,reliability_level,is_outlier,scraped_at,last_updated
tunisieannonce:tunisieannonce_3c3a09a2341b,maison,villa,780000.0,TND,Hammamet,Hammamet,TUNIS,500.0,,1560.0,36.4,10.6167,100.0,HIGH,False,2026-04-02 08:27:24.176937+00,2026-04-09 15:39:55.355038+00
tunisieannonce:tunisieannonce_3c4d57a231ad,maison,villa,920000.0,TND,Gammart,Jebel Jelloud,TUNIS,400.0,5.0,2300.0,36.7667,10.1833,100.0,HIGH,False,2026-04-01 21:23:28.164928+00,2026-04-09 15:39:56.197175+00
tunisieannonce:tunisieannonce_3c6dd4490686,terrain,land,170000.0,TND,Sidi Thabet,Sidi Thabet,TUNIS,1000.0,,170.0,36.933,10.039,100.0,HIGH,False,2026-03-27 15:58:02.075706+00,2026-04-09 15:39:54.706602+00
tunisieannonce:tunisieannonce_3cd9263973b9,appartement,apartment,205000.0,TND,El Manar 2,Jebel Jelloud,TUNIS,120.0,3.0,1708.33,36.7667,10.1833,100.0,HIGH,False,2026-04-06 17:20:41.141172+00,2026-04-09 15:39:52.606113+00
tunisieannonce:tunisieannonce_3d148c7a29da,terrain,land,1200.0,TND,Sidi Hmed,Jebel Jelloud,TUNIS,650.0,3.0,1.85,36.7667,10.1833,90.0,HIGH,True,2026-04-06 15:18:26.607956+00,2026-04-09 15:39:55.761288+00
tunisieannonce:tunisieannonce_3d4752c24e53,terrain,land,300000.0,TND,Kalaa Essghira,Kalaa Essghira,TUNIS,387.0,2.0,775.19,35.8381,10.5736,100.0,HIGH,False,2026-03-31 13:03:34.647274+00,2026-04-09 15:39:55.61597+00
tunisieannonce:tunisieannonce_3d89f38da69e,terrain,land,1600.0,TND,Bab Saadoun,Jebel Jelloud,TUNIS,84.0,,19.05,36.7667,10.1833,80.0,GOOD,True,2026-04-02 08:41:30.184386+00,2026-04-09 15:39:55.1616+00
tunisieannonce:tunisieannonce_3e0c80de0ea8,terrain,land,320000.0,TND,Nouvelle Medina,Nouvelle Medina,TUNIS,105.0,2.0,3047.62,36.75,10.23,100.0,HIGH,False,2026-03-27 18:07:24.794597+00,2026-04-09 15:39:52.847871+00
tunisieannonce:tunisieannonce_3e0dd355f64a,terrain,land,320000.0,TND,Merkez Chihya,Jebel Jelloud,TUNIS,290.0,,1103.45,36.7667,10.1833,100.0,HIGH,False,2026-03-29 12:21:19.75758+00,2026-04-09 15:39:58.925481+00
tunisieannonce:tunisieannonce_3e209c670b48,terrain,land,40000.0,TND,Menzel Abderrahman,Jebel Jelloud,TUNIS,115.0,,347.83,36.7667,10.1833,100.0,HIGH,False,2026-03-26 15:42:16.625209+00,2026-04-09 15:39:57.717026+00
tunisieannonce:tunisieannonce_3e351e9017c6,terrain,land,390000.0,TND,Kalaa El Kebira,Kalaa El Kebira,TUNIS,995.0,,391.96,35.8697,10.5544,100.0,HIGH,False,2026-04-01 22:28:40.035043+00,2026-04-09 15:40:01.104184+00
tunisieannonce:tunisieannonce_3e52fec83fd8,appartement,apartment,506000.0,TND,Ain Zaghouan,Zaghouan,TUNIS,158.0,2.0,3202.53,36.4025,10.1431,100.0,HIGH,False,2026-03-29 11:58:40.207587+00,2026-04-09 15:40:00.767089+00
tunisieannonce:tunisieannonce_3e6f3ed004c0,appartement,apartment,350000.0,TND,Hammam Sousse,Hammam Sousse,TUNIS,100.0,2.0,3500.0,35.8592,10.59,100.0,HIGH,False,2026-03-31 12:47:16.343329+00,2026-04-09 15:39:59.701621+00
tunisieannonce:tunisieannonce_3eb06934c530,terrain,land,700000.0,TND,Boucha,Jebel Jelloud,TUNIS,,,,36.7667,10.1833,65.0,GOOD,False,2026-03-26 16:28:00.087614+00,2026-04-09 15:40:00.619877+00
tunisieannonce:tunisieannonce_3f61b1f153d9,terrain,land,1800.0,TND,Borj El Amri,Borj El Amri,TUNIS,500.0,,3.6,36.7189,9.9425,80.0,GOOD,True,2026-03-31 13:29:34.310634+00,2026-04-09 15:39:57.029579+00
tunisieannonce:tunisieannonce_3f6c7b56050c,maison,villa,1580.0,TND,Gammart,Jebel Jelloud,TUNIS,155.0,3.0,10.19,36.7667,10.1833,90.0,HIGH,True,2026-03-31 12:25:02.836153+00,2026-04-09 15:39:59.798451+00
tunisieannonce:tunisieannonce_3f78cdbd8e30,terrain,land,1300.0,TND,Gammart,Jebel Jelloud,TUNIS,500.0,,2.6,36.7667,10.1833,80.0,GOOD,True,2026-03-31 13:30:48.449012+00,2026-04-09 15:39:56.981602+00
tunisieannonce:tunisieannonce_3f9984df6e1e,terrain,land,2000.0,TND,Montplaisir,Jebel Jelloud,TUNIS,820.0,,2.44,36.7667,10.1833,75.0,GOOD,True,2026-03-31 13:40:47.80998+00,2026-04-09 15:39:56.836411+00
tunisieannonce:tunisieannonce_3fc151489f3d,maison,villa,1150.0,TND,Cite Oplympique,Jebel Jelloud,TUNIS,624.0,4.0,1.84,36.7667,10.1833,85.0,HIGH,True,2026-03-29 11:26:09.934517+00,2026-04-09 15:39:58.781287+00
tunisieannonce:tunisieannonce_3fde87e84d4c,maison,villa,920000.0,TND,Gammart,Jebel Jelloud,TUNIS,2026.0,5.0,454.1,36.7667,10.1833,100.0,HIGH,False,2026-04-02 09:06:44.971524+00,2026-04-09 15:39:57.223588+00
tunisieannonce:tunisieannonce_405abd530100,terrain,land,160000.0,TND,Cite Ennasr 1,Jebel Jelloud,TUNIS,400.0,,400.0,36.7667,10.1833,100.0,HIGH,False,2026-04-06 12:24:14.78909+00,2026-04-09 15:39:56.884566+00
tunisieannonce:tunisieannonce_4072d5bb68bc,terrain,land,35000.0,TND,Cite Des Juges,Jebel Jelloud,TUNIS,200.0,,175.0,36.7667,10.1833,80.0,GOOD,False,2026-03-27 15:59:41.431315+00,2026-04-09 15:40:01.453619+00
tunisieannonce:tunisieannonce_40a08d801f42,terrain,land,1200.0,TND,Sidi Daoud,Jebel Jelloud,TUNIS,1000.0,,1.2,36.7667,10.1833,80.0,GOOD,True,2026-03-29 11:03:01.268689+00,2026-04-09 15:40:00.961003+00
tunisieannonce:tunisieannonce_40df5cc5b776,terrain,land,325000.0,TND,Borj Louzir,Jebel Jelloud,TUNIS,325.0,2.0,1000.0,36.7667,10.1833,100.0,HIGH,False,2026-03-29 10:21:34.087486+00,2026-04-09 15:39:59.409382+00
tunisieannonce:tunisieannonce_411fd40bf3ee,terrain,land,1500.0,TND,Berge Du Lac,Jebel Jelloud,TUNIS,700.0,2.0,2.14,36.7667,10.1833,90.0,HIGH,True,2026-04-01 21:07:51.520436+00,2026-04-09 15:40:01.357477+00
tunisieannonce:tunisieannonce_414aceef600b,appartement,apartment,265000.0,TND,Zone Urbaine Nord,Jebel Jelloud,TUNIS,80.0,1.0,3312.5,36.7667,10.1833,100.0,HIGH,False,2026-03-26 23:45:18.781568+00,2026-04-09 15:39:59.120189+00
tunisieannonce:tunisieannonce_41ce4d3d2fd6,terrain,land,147000.0,TND,Ariana,Ariana Ville,TUNIS,210.0,,700.0,36.866011,10.193923,95.0,HIGH,False,2026-04-06 15:16:52.509232+00,2026-04-09 15:39:59.265065+00
tunisieannonce:tunisieannonce_42140cc3ca8d,terrain,land,650000.0,TND,Tazarka,Jebel Jelloud,TUNIS,160.0,,4062.5,36.7667,10.1833,100.0,HIGH,False,2026-03-27 18:02:56.285535+00,2026-04-09 15:39:58.055751+00
tunisieannonce:tunisieannonce_4233082bee5b,maison,villa,110000.0,TND,Borj Cedria,Jebel Jelloud,TUNIS,265.0,,415.09,36.7667,10.1833,85.0,HIGH,False,2026-04-06 10:30:01.609616+00,2026-04-09 15:39:59.071684+00
tunisieannonce:tunisieannonce_425031fbca4a,maison,villa,1070.0,TND,Chotrana 2,Jebel Jelloud,TUNIS,250.0,3.0,4.28,36.7667,10.1833,90.0,HIGH,True,2026-04-01 22:55:35.857307+00,2026-04-09 15:39:58.007024+00
tunisieannonce:tunisieannonce_42b8bccf0a2c,appartement,apartment,4500.0,TND,Utique,Utique,TUNIS,900.0,9.0,5.0,37.0857,10.0259,95.0,HIGH,True,2026-03-26 23:40:05.888641+00,2026-04-09 15:40:00.814718+00
tunisieannonce:tunisieannonce_42e61e94c0e9,appartement,apartment,230000.0,TND,Chaabet El Mrezga,Jebel Jelloud,TUNIS,41.0,1.0,5609.76,36.7667,10.1833,100.0,HIGH,False,2026-03-29 09:59:44.110899+00,2026-04-09 15:39:57.663751+00
tunisieannonce:tunisieannonce_430b226dd4be,appartement,apartment,870000.0,TND,Cite De La Plage 1,Jebel Jelloud,TUNIS,220.0,4.0,3954.55,36.7667,10.1833,100.0,HIGH,False,2026-03-29 10:23:18.821154+00,2026-04-09 15:40:01.20762+00
tunisieannonce:tunisieannonce_431ec0b30e06,terrain,land,258000.0,TND,Hammamet,Hammamet,TUNIS,430.0,,600.0,36.4,10.6167,100.0,HIGH,False,2026-03-29 14:45:14.393277+00,2026-04-09 15:40:01.202474+00
tunisieannonce:tunisieannonce_43359b97e9c9,terrain,land,768300.0,TND,Hammam Sousse Gharbi,Hammam Sousse,TUNIS,591.0,,1300.0,35.8592,10.59,100.0,HIGH,False,2026-04-01 22:04:22.081964+00,2026-04-09 15:39:58.104071+00
tunisieannonce:tunisieannonce_433caab68a02,appartement,apartment,245000.0,TND,El Aouina,Jebel Jelloud,TUNIS,104.0,2.0,2355.77,36.7667,10.1833,100.0,HIGH,False,2026-04-01 21:01:53.675076+00,2026-04-09 15:40:00.911146+00
tunisieannonce:tunisieannonce_439514783af4,terrain,land,400000.0,TND,Mornaguia,Mornaguia,TUNIS,,,,36.7833,9.95,60.0,GOOD,False,2026-04-01 21:04:47.569954+00,2026-04-09 15:40:00.281739+00
tunisieannonce:tunisieannonce_43b4e2f32df4,terrain,land,280000.0,TND,Zaghouan,Zaghouan,TUNIS,,,,36.4025,10.1431,60.0,GOOD,False,2026-03-26 16:30:04.363074+00,2026-04-09 15:39:59.652134+00
tunisieannonce:tunisieannonce_43e4d8cddfd7,maison,villa,770000.0,TND,Marsa Safsaf,Jebel Jelloud,TUNIS,150.0,3.0,5133.33,36.7667,10.1833,100.0,HIGH,False,2026-03-29 11:07:59.314714+00,2026-04-09 15:39:58.249373+00
tunisieannonce:tunisieannonce_43ecf99ff26a,appartement,apartment,110000.0,TND,Bou Kornine,Jebel Jelloud,TUNIS,90.0,2.0,1222.22,36.7667,10.1833,100.0,HIGH,False,2026-03-31 14:07:15.632563+00,2026-04-09 15:39:59.604653+00
tunisieannonce:tunisieannonce_44332b065e9e,terrain,land,320000.0,TND,Cite Chragui,Jebel Jelloud,TUNIS,261.0,,1226.05,36.7667,10.1833,100.0,HIGH,False,2026-03-29 12:30:09.707108+00,2026-04-09 15:39:59.02311+00
tunisieannonce:tunisieannonce_4446da4e426f,terrain,land,11111.0,TND,Cite Eddyr,Jebel Jelloud,TUNIS,654.0,,16.99,36.7667,10.1833,75.0,GOOD,True,2026-03-26 23:07:36.185512+00,2026-04-09 15:39:58.296585+00
tunisieannonce:tunisieannonce_446935f3cf13,appartement,apartment,410000.0,TND,La Soukra,La Soukra,TUNIS,125.0,2.0,3280.0,36.885212,10.245301,100.0,HIGH,False,2026-03-27 15:53:28.189758+00,2026-04-09 15:39:57.415143+00
tunisieannonce:tunisieannonce_448a1d77b44d,terrain,land,143150.0,TND,Chatt Meriem,Jebel Jelloud,TUNIS,409.0,,350.0,36.7667,10.1833,100.0,HIGH,False,2026-03-29 12:01:36.422727+00,2026-04-09 15:40:00.040675+00
tunisieannonce:tunisieannonce_4494b8bdaca9,terrain,land,798000.0,TND,Chotrana 3,Jebel Jelloud,TUNIS,665.0,,1200.0,36.7667,10.1833,100.0,HIGH,False,2026-04-01 22:08:22.095469+00,2026-04-09 15:40:00.37871+00
tunisieannonce:tunisieannonce_4498a9608f1c,terrain,land,360000.0,TND,Bir Mcherga,Bir Mcherga,TUNIS,,,,36.5167,10.0,65.0,GOOD,False,2026-03-26 16:24:57.805194+00,2026-04-09 15:39:58.345972+00
tunisieannonce:tunisieannonce_44c77263872c,appartement,apartment,150000.0,TND,El Mourouj,El Mourouj,TUNIS,100.0,2.0,1500.0,36.7405,10.2042,100.0,HIGH,False,2026-04-06 14:34:07.899307+00,2026-04-09 15:39:58.539207+00
tunisieannonce:tunisieannonce_44ce64e8e633,terrain,land,580000.0,TND,Akouda,Akouda,TUNIS,373.0,2.0,1554.96,35.8667,10.5667,100.0,HIGH,False,2026-03-31 12:46:36.564673+00,2026-04-09 15:40:01.30907+00
tunisieannonce:tunisieannonce_44d5963c25a2,terrain,land,448000.0,TND,Hammamet,Hammamet,TUNIS,592.0,2.0,756.76,36.4,10.6167,100.0,HIGH,False,2026-03-29 10:49:16.221175+00,2026-04-09 15:40:00.185145+00
tunisieannonce:tunisieannonce_451517acfa75,terrain,land,26000.0,TND,Dar Allouche,Jebel Jelloud,TUNIS,186.0,,139.78,36.7667,10.1833,100.0,HIGH,False,2026-03-26 15:49:19.93411+00,2026-04-09 15:39:58.636661+00
tunisieannonce:tunisieannonce_45d35c32842c,terrain,land,420000.0,TND,Nouvelle Medina,Nouvelle Medina,TUNIS,210.0,2.0,2000.0,36.75,10.23,100.0,HIGH,False,2026-03-31 12:23:40.665237+00,2026-04-09 15:40:03.739564+00
tunisieannonce:tunisieannonce_45d4cd751bb9,maison,villa,520000.0,TND,Ariana,Ariana Ville,TUNIS,300.0,2.0,1733.33,36.866011,10.193923,100.0,HIGH,False,2026-03-29 12:05:36.238166+00,2026-04-09 15:40:05.211515+00
tunisieannonce:tunisieannonce_46439113e909,terrain,land,263000.0,TND,Cite Bhar Lazreg,Jebel Jelloud,TUNIS,203.0,,1295.57,36.7667,10.1833,100.0,HIGH,False,2026-03-26 23:44:36.439607+00,2026-04-09 15:40:03.216669+00
tunisieannonce:tunisieannonce_4663cb15acf6,terrain,land,190000.0,TND,Hammam Sousse,Hammam Sousse,TUNIS,270.0,2.0,703.7,35.8592,10.59,100.0,HIGH,False,2026-03-29 12:21:02.60322+00,2026-04-09 15:40:01.802724+00
tunisieannonce:tunisieannonce_4693673e5466,terrain,land,550000.0,TND,Rades Plage,Rades,TUNIS,350.0,2.0,1571.43,36.7782,10.2815,100.0,HIGH,False,2026-04-01 20:56:18.08286+00,2026-04-09 15:40:05.801807+00
tunisieannonce:tunisieannonce_4696fc8bc3a7,terrain,land,850000.0,TND,Cite El Ghazala 1,Jebel Jelloud,TUNIS,400.0,2.0,2125.0,36.7667,10.1833,100.0,HIGH,False,2026-04-01 21:11:28.60195+00,2026-04-09 15:40:02.683572+00
tunisieannonce:tunisieannonce_46a15f55b03d,maison,villa,520000.0,TND,Rades Plage,Rades,TUNIS,175.0,2.0,2971.43,36.7782,10.2815,100.0,HIGH,False,2026-03-27 18:05:12.786226+00,2026-04-09 15:40:05.702826+00
tunisieannonce:tunisieannonce_46bf20a98f20,terrain,land,370000.0,TND,Borj Hafaiedh,Jebel Jelloud,TUNIS,251.0,,1474.1,36.7667,10.1833,90.0,HIGH,False,2026-04-06 14:29:49.925404+00,2026-04-09 15:40:02.383387+00
tunisieannonce:tunisieannonce_46dbb3404304,terrain,land,1050.0,TND,Chotrana 3,Jebel Jelloud,TUNIS,826.0,,1.27,36.7667,10.1833,80.0,GOOD,True,2026-03-29 11:30:11.000932+00,2026-04-09 15:40:01.752772+00
tunisieannonce:tunisieannonce_46f60057a6e7,maison,villa,1200.0,TND,Hammamet,Hammamet,TUNIS,400.0,2.0,3.0,36.4,10.6167,80.0,GOOD,True,2026-04-06 11:49:22.320269+00,2026-04-09 15:40:03.264821+00
tunisieannonce:tunisieannonce_47139cbc172a,appartement,apartment,370000.0,TND,Ariana,Ariana Ville,TUNIS,150.0,2.0,2466.67,36.866011,10.193923,95.0,HIGH,False,2026-04-06 11:09:33.43749+00,2026-04-09 15:40:06.139874+00
tunisieannonce:tunisieannonce_4751752e932b,appartement,apartment,250000.0,TND,Ezzahra,Ezzahra,TUNIS,120.0,3.0,2083.33,36.743,10.308,100.0,HIGH,False,2026-03-29 11:11:35.203387+00,2026-04-09 15:40:02.334585+00
tunisieannonce:tunisieannonce_4775ac6dfd79,terrain,land,270000.0,TND,Raoued,Raoued,TUNIS,225.0,,1200.0,36.908,10.2,100.0,HIGH,False,2026-03-31 14:13:50.572926+00,2026-04-09 15:40:03.468766+00
tunisieannonce:tunisieannonce_47af029cd8cc,terrain,land,78000.0,TND,El Brarja,Jebel Jelloud,TUNIS,295.0,2.0,264.41,36.7667,10.1833,100.0,HIGH,False,2026-04-01 21:06:34.881783+00,2026-04-09 15:40:01.850567+00
tunisieannonce:tunisieannonce_47cc07d163fc,terrain,land,2230.0,TND,Mornag,Mornag,TUNIS,590.0,1.0,3.78,36.6715,10.258,90.0,HIGH,True,2026-04-01 21:13:40.540528+00,2026-04-09 15:40:04.561494+00
tunisieannonce:tunisieannonce_48020958fb75,terrain,land,402500.0,TND,El Kantaoui,Jebel Jelloud,TUNIS,150.0,,2683.33,36.7667,10.1833,100.0,HIGH,False,2026-04-01 21:54:32.503613+00,2026-04-09 15:40:04.320617+00
tunisieannonce:tunisieannonce_48166e7a952f,terrain,land,890000.0,TND,Hammamet,Hammamet,TUNIS,500.0,2.0,1780.0,36.4,10.6167,100.0,HIGH,False,2026-04-06 10:14:53.279254+00,2026-04-09 15:40:04.71706+00
tunisieannonce:tunisieannonce_481986253bdd,appartement,apartment,220000.0,TND,Cite El Ghazala 1,Jebel Jelloud,TUNIS,88.0,2.0,2500.0,36.7667,10.1833,100.0,HIGH,False,2026-04-01 21:17:07.117647+00,2026-04-09 15:40:02.527542+00
tunisieannonce:tunisieannonce_483e5fb3877c,terrain,land,200900.0,TND,Mnihla,Mnihla,TUNIS,287.0,,700.0,36.8648,10.1021,100.0,HIGH,False,2026-04-01 21:48:33.772796+00,2026-04-09 15:40:03.367119+00
tunisieannonce:tunisieannonce_495c99c1b892,maison,villa,110000.0,TND,Hammamet,Hammamet,TUNIS,50.0,2.0,2200.0,36.4,10.6167,100.0,HIGH,False,2026-03-27 15:57:26.960415+00,2026-04-09 15:40:01.560051+00
tunisieannonce:tunisieannonce_496a39dfdbce,terrain,land,300000.0,TND,Borj Cedria,Jebel Jelloud,TUNIS,500.0,2.0,600.0,36.7667,10.1833,95.0,HIGH,False,2026-04-06 14:35:57.394923+00,2026-04-09 15:40:04.417277+00
tunisieannonce:tunisieannonce_4974eed63a03,terrain,land,1462.0,TND,La Soukra,La Soukra,TUNIS,590.0,,2.48,36.885212,10.245301,80.0,GOOD,True,2026-04-01 22:34:01.780029+00,2026-04-09 15:40:05.994892+00
tunisieannonce:tunisieannonce_4976ed62cab5,maison,villa,350000.0,TND,Jaafar 2,Jebel Jelloud,TUNIS,562.0,3.0,622.78,36.7667,10.1833,100.0,HIGH,False,2026-03-26 23:23:57.653713+00,2026-04-09 15:40:05.114926+00
tunisieannonce:tunisieannonce_498683e0bb79,terrain,land,400000.0,TND,Zaouiet Sousse,Sidi El Heni,TUNIS,402.0,,995.02,35.6756,10.3106,100.0,HIGH,False,2026-03-31 14:20:04.886671+00,2026-04-09 15:40:03.313516+00
tunisieannonce:tunisieannonce_499e85b9a277,terrain,land,463200.0,TND,Hammam Sousse,Hammam Sousse,TUNIS,386.0,,1200.0,35.8592,10.59,100.0,HIGH,False,2026-03-29 12:30:18.657063+00,2026-04-09 15:40:06.043271+00
tunisieannonce:tunisieannonce_49c1bb8888ff,terrain,land,680000.0,TND,Menzel Bouzelfa,Menzel Bouzelfa,TUNIS,613.0,,1109.3,36.6833,10.5833,100.0,HIGH,False,2026-04-02 09:05:39.650164+00,2026-04-09 15:40:05.356889+00
tunisieannonce:tunisieannonce_49f6812c26ce,appartement,apartment,157000.0,TND,Borj Cedria,Jebel Jelloud,TUNIS,82.0,2.0,1914.63,36.7667,10.1833,100.0,HIGH,False,2026-04-01 22:47:47.85563+00,2026-04-09 15:40:04.621791+00
tunisieannonce:tunisieannonce_4a1013d6939b,maison,villa,1050.0,TND,Cite Ennasr 2,Jebel Jelloud,TUNIS,350.0,2.0,3.0,36.7667,10.1833,90.0,HIGH,True,2026-04-06 17:20:00.388959+00,2026-04-09 15:40:04.465491+00
tunisieannonce:tunisieannonce_4a28e57506f7,terrain,land,1800.0,TND,Le Bardo,Le Bardo,TUNIS,200.0,,9.0,36.8111,10.1364,80.0,GOOD,True,2026-03-26 23:29:44.688693+00,2026-04-09 15:40:03.022194+00
tunisieannonce:tunisieannonce_4a9528b81049,terrain,land,65000.0,TND,Hammamet,Hammamet,TUNIS,250.0,,260.0,36.4,10.6167,100.0,HIGH,False,2026-03-29 11:59:38.891207+00,2026-04-09 15:40:01.657998+00
tunisieannonce:tunisieannonce_4a98ea345a99,terrain,land,360000.0,TND,Kalaa Essghira,Kalaa Essghira,TUNIS,616.0,,584.42,35.8381,10.5736,100.0,HIGH,False,2026-04-01 22:34:42.972433+00,2026-04-09 15:40:01.609085+00
tunisieannonce:tunisieannonce_4aafb8643b54,terrain,land,350000.0,TND,La Soukra,La Soukra,TUNIS,342.0,,1023.39,36.885212,10.245301,100.0,HIGH,False,2026-03-29 11:12:25.411205+00,2026-04-09 15:40:06.092858+00
tunisieannonce:tunisieannonce_4b17f5b305b5,appartement,apartment,450000.0,TND,Sousse,Sidi El Heni,TUNIS,136.0,2.0,3308.82,35.6756,10.3106,95.0,HIGH,False,2026-04-06 10:53:46.335598+00,2026-04-09 15:40:04.813869+00
tunisieannonce:tunisieannonce_4b2f4e5affa2,terrain,land,3350.0,TND,Marsa Ennassim,Jebel Jelloud,TUNIS,,,,36.7667,10.1833,35.0,LOW,True,2026-03-31 13:48:49.862076+00,2026-04-09 15:40:02.924954+00
tunisieannonce:tunisieannonce_4b4e08c1d365,terrain,land,330000.0,TND,Chatt Meriem,Jebel Jelloud,TUNIS,300.0,,1100.0,36.7667,10.1833,100.0,HIGH,False,2026-03-27 17:54:00.907586+00,2026-04-09 15:40:02.636443+00
tunisieannonce:tunisieannonce_4b9669f7873e,terrain,land,320000.0,TND,Marsa Ennassim,Jebel Jelloud,TUNIS,395.0,2.0,810.13,36.7667,10.1833,100.0,HIGH,False,2026-04-06 12:27:27.290828+00,2026-04-09 15:40:02.432326+00
tunisieannonce:tunisieannonce_4ba5b6e90ac1,terrain,land,920000.0,TND,Cite Sahloul,Jebel Jelloud,TUNIS,530.0,3.0,1735.85,36.7667,10.1833,100.0,HIGH,False,2026-03-31 12:24:18.195082+00,2026-04-09 15:40:05.259882+00
tunisieannonce:tunisieannonce_4bd7b4952bc9,terrain,land,840000.0,TND,Midoun,Midoun,TUNIS,576.0,,1458.33,33.8042,10.9725,100.0,HIGH,False,2026-03-29 10:21:42.167618+00,2026-04-09 15:40:03.361208+00
tunisieannonce:tunisieannonce_4bdfd519e8b0,maison,villa,630000.0,TND,Riadh Landlous,Jebel Jelloud,TUNIS,600.0,2.0,1050.0,36.7667,10.1833,100.0,HIGH,False,2026-04-06 14:14:20.403001+00,2026-04-09 15:40:03.981276+00
tunisieannonce:tunisieannonce_4bf364c460b9,terrain,land,3500.0,TND,Cartage Byrsa,Jebel Jelloud,TUNIS,957.0,3.0,3.66,36.7667,10.1833,90.0,HIGH,True,2026-03-29 11:29:46.099548+00,2026-04-09 15:40:05.065629+00
tunisieannonce:tunisieannonce_4c9e88880152,appartement,apartment,335000.0,TND,Ezzahra,Ezzahra,TUNIS,122.0,3.0,2745.9,36.743,10.308,100.0,HIGH,False,2026-04-01 22:50:02.365644+00,2026-04-09 15:40:06.28491+00
tunisieannonce:tunisieannonce_4cc0a1ea7dfb,appartement,apartment,340000.0,TND,Cite Ennasr 2,Jebel Jelloud,TUNIS,125.0,3.0,2720.0,36.7667,10.1833,100.0,HIGH,False,2026-04-01 22:57:31.274357+00,2026-04-09 15:40:07.119059+00
tunisieannonce:tunisieannonce_4cea5f3a1927,terrain,land,75000.0,TND,Raoued,Raoued,TUNIS,238.0,,315.13,36.908,10.2,95.0,HIGH,False,2026-03-27 16:07:12.124656+00,2026-04-09 15:40:08.648747+00
tunisieannonce:tunisieannonce_4d060837db01,maison,villa,240000.0,TND,Cite El Ghazala 1,Jebel Jelloud,TUNIS,82.0,2.0,2926.83,36.7667,10.1833,100.0,HIGH,False,2026-04-01 22:56:04.754112+00,2026-04-09 15:40:10.759006+00
tunisieannonce:tunisieannonce_4d287749044b,terrain,land,120000.0,TND,Oued Ellil,Oued Ellil,TUNIS,250.0,,480.0,36.8311,10.0347,100.0,HIGH,False,2026-03-29 11:21:19.083343+00,2026-04-09 15:40:07.71976+00
tunisieannonce:tunisieannonce_4d6e3b2d689d,terrain,land,750000.0,TND,Chotrana 3,Jebel Jelloud,TUNIS,508.0,,1476.38,36.7667,10.1833,100.0,HIGH,False,2026-03-27 16:00:47.946898+00,2026-04-09 15:40:09.840179+00
tunisieannonce:tunisieannonce_4e013835e8ff,terrain,land,950000.0,TND,Jardins D'El Menzah,El Menzah,TUNIS,738.0,,1287.26,36.8528,10.1703,95.0,HIGH,False,2026-03-26 23:17:51.912065+00,2026-04-09 15:40:10.371659+00
tunisieannonce:tunisieannonce_4e3ad9b9a55e,terrain,land,1500.0,TND,Jebel El Oust,Jebel Jelloud,TUNIS,13.0,2.0,115.38,36.7667,10.1833,95.0,HIGH,True,2026-03-26 16:06:42.144876+00,2026-04-09 15:40:09.549425+00
tunisieannonce:tunisieannonce_4e4097eafd8d,appartement,apartment,950000.0,TND,Berge Du Lac,Jebel Jelloud,TUNIS,200.0,3.0,4750.0,36.7667,10.1833,100.0,HIGH,False,2026-03-29 12:07:58.294036+00,2026-04-09 15:40:09.597679+00
tunisieannonce:tunisieannonce_4e7b32de1597,maison,villa,245000.0,TND,Hammamet,Hammamet,TUNIS,400.0,2.0,612.5,36.4,10.6167,100.0,HIGH,False,2026-03-31 13:07:27.102145+00,2026-04-09 15:40:08.552654+00
tunisieannonce:tunisieannonce_4e7fb6286b92,appartement,apartment,350000.0,TND,Hammam Sousse,Hammam Sousse,TUNIS,780.0,2.0,448.72,35.8592,10.59,100.0,HIGH,False,2026-03-31 15:53:16.38092+00,2026-04-09 15:40:09.142733+00
tunisieannonce:tunisieannonce_4e8018f9c6d5,appartement,apartment,641900.0,TND,Jardins De Carthage,Carthage,TUNIS,,2.0,,36.8536,10.3256,95.0,HIGH,False,2026-03-31 12:44:53.282735+00,2026-04-09 15:40:08.204058+00
tunisieannonce:tunisieannonce_4ebd8ecc70d1,terrain,land,1300.0,TND,Gammart,Jebel Jelloud,TUNIS,500.0,5.0,2.6,36.7667,10.1833,90.0,HIGH,True,2026-03-27 17:49:43.86489+00,2026-04-09 15:40:08.755957+00
tunisieannonce:tunisieannonce_4ebf363ab32a,terrain,land,45000.0,TND,Bou Mhel,Jebel Jelloud,TUNIS,84.0,3.0,535.71,36.7667,10.1833,100.0,HIGH,False,2026-04-01 21:50:06.484735+00,2026-04-09 15:40:08.503877+00
tunisieannonce:tunisieannonce_4f12fc91c1d9,terrain,land,643000.0,TND,Kalaa El Kebira,Kalaa El Kebira,TUNIS,360.0,,1786.11,35.8697,10.5544,100.0,HIGH,False,2026-04-01 21:46:49.126067+00,2026-04-09 15:40:08.949395+00
tunisieannonce:tunisieannonce_4f304f484185,maison,villa,2200.0,TND,Nabeul,Nabeul,TUNIS,702.0,4.0,3.13,36.4561,10.7358,90.0,HIGH,True,2026-03-31 15:48:29.730165+00,2026-04-09 15:40:06.635884+00
tunisieannonce:tunisieannonce_4f3b1ed901d9,appartement,apartment,665000.0,TND,Jardins De Carthage,Carthage,TUNIS,117.0,2.0,5683.76,36.8536,10.3256,100.0,HIGH,False,2026-04-01 21:19:12.387568+00,2026-04-09 15:40:10.614586+00
