"lat","lon","radius","data","cached_at"
"36.874","10.3187","750","[{""name"": ""Patisserie d'El Wifek"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Chez Hassan"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Le Delice"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Le Delice"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""El Mawaddah Coffee"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u062c\u0648\u0632 \u0628\u064a\u062a\u0632\u0627"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Le Karibou"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Qian House"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u0631\u0648\u0644\u0649 \u0642\u0645\u0631\u062a"", ""category"": ""other"", ""distance_m"": null}, {""name"": ""\u0627\u0644\u0645\u0631\u0633\u0649"", ""category"": ""other"", ""distance_m"": null}]","2026-03-23 14:13:12"
"36.9173","10.2853","750","[{""name"": ""Moods"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Billionaire"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u0646\u0632\u0644 \u0627\u0644\u0645\u0631\u0627\u062f\u064a"", ""category"": ""other"", ""distance_m"": null}, {""name"": ""The Kitchen"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""17 Heures Vin"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Molo"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""L'Atelier"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u0645\u0637\u0639\u0645 \u0644\u064a \u0643\u0627\u0628"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Tybar Cap"", ""category"": ""restaurant"", ""distance_m"": null}]","2026-03-23 14:13:16"
"36.4561","10.7358","750","[{""name"": ""Nabeul centre"", ""category"": ""other"", ""distance_m"": null}, {""name"": ""Canari"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Banette"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Spiritiueux"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""MG City"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Anouar Market"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Le Bon Kif"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Mytek Nabeul"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Zen"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Chaussures Najoua pour enfants"", ""category"": ""shopping"", ""distance_m"": null}]","2026-03-23 14:14:08"
"36.8397","10.2467","750","[{""name"": ""\u0637\u064a\u0631\u0627\u0646 \u0627\u0644\u0625\u0645\u0627\u0631\u0627\u062a"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Infiniti"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Le Palais de l'Artisanat"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""\u0641\u0648\u0643\u0627\u062a\u0633"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u0625\u064a\u0631\u0643 \u0642\u064a\u0635\u0631"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Lac Palace Shopping Mall"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""\u0645\u0635\u062d\u0629 \u0639\u0644\u064a\u0633\u0629"", ""category"": ""hospital"", ""distance_m"": null}, {""name"": ""\u0633\u0643\u0633 \u0633\u0627\u0641\u0646"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u0645\u0648\u0646\u0631\u064a\u0627\u0644 \u0643\u0627\u0641\u064a"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Aqua lounge"", ""category"": ""restaurant"", ""distance_m"": null}]","2026-03-23 14:14:11"
"36.4025","10.1431","750","[{""name"": ""\u0623\u0648\u0631\u0646\u062c"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Station de Louages Zaghouan"", ""category"": ""transport"", ""distance_m"": null}, {""name"": ""La Source"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u0645\u064a\u0644\u0627\u0646\u0648"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Pharmacie D.Chourou"", ""category"": ""hospital"", ""distance_m"": null}, {""name"": ""\u0644\u0627\u062c\u0648\u0643\u0646\u062f\u0627"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u0643\u0631\u0648\u0629"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u0643\u0639\u0643 \u0648\u0631\u0642\u0629"", ""category"": ""shopping"", ""distance_m"": null}]","2026-03-23 14:15:03"
"36.8366","10.1948","750","[{""name"": ""Wiki Charguia"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""MyTek"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""\u0645\u0642\u0647\u0649 \u0627\u0644\u0631\u064a\u062d\u0627\u0646\u0629"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u062c\u064a\u062c\u064a \u0643\u0643\u0632"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Caf\u00e9 Khmais"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Le Bon Gout"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""El Mazraa"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u062a\u0627\u0631\u0632\u064a"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""\u0628\u0627\u0631\u0627\u0641\u0631\u0645\u0627\u0633\u064a"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""NEO DISTRIBUTION"", ""category"": ""shopping"", ""distance_m"": null}]","2026-03-23 14:15:24"
"36.8324","10.1745","750","[{""name"": ""\u0627\u0644\u0635\u064a\u062f\u0644\u064a\u0629 \u0627\u0644\u0645\u0631\u0643\u0632\u064a\u0629"", ""category"": ""hospital"", ""distance_m"": null}, {""name"": ""\u0627\u0644\u0634\u0628\u0627\u0628"", ""category"": ""other"", ""distance_m"": null}, {""name"": ""\u0627\u0644\u0634\u0628\u0627\u0628"", ""category"": ""other"", ""distance_m"": null}, {""name"": ""Kim Foto"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Boulangerie Patisserie Ben moussa"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Le zink"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Dealoo.tn SHOWROOM"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""\u0645\u0643\u062a\u0628\u0629 \u0627\u0644\u0645\u0639\u0632"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Pharmacie El Mahraj\u00e8ne"", ""category"": ""hospital"", ""distance_m"": null}, {""name"": ""\u0627\u0644\u0645\u062f\u0631\u0633\u0629 \u0627\u0644\u0644\u064a\u0628\u064a\u0629"", ""category"": ""school"", ""distance_m"": null}]","2026-03-23 14:15:36"
"36.8984","10.3007","750","[{""name"": ""P\u00e2tisserie Ayem Zmen"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Caf\u00e9 Elyes"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Pharmacie Gammarth"", ""category"": ""hospital"", ""distance_m"": null}, {""name"": ""Plaisirs Sucr\u00e9s"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Les Plaisirs de la bouche"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Caf\u00e9taria L'Avenir"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u0645\u0642\u0647\u0627 \u0627\u0644\u0635\u0646\u0648\u0628\u0631"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""Caf\u00e9 Bellevue"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""El Mazraa"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Oueld El 7added"", ""category"": ""shopping"", ""distance_m"": null}]","2026-03-23 14:15:56"
"36.8863","10.2186","750","[{""name"": ""\u0643\u0627\u0631\u0641\u0648\u0631 \u0645\u0627\u0631\u0643\u062a"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""\u0633\u064a\u062f\u064a \u0635\u0627\u0644\u062d"", ""category"": ""other"", ""distance_m"": null}, {""name"": ""\u062c\u0627\u0645\u0639 \u0633\u064a\u062f\u064a \u0635\u0627\u0644\u062d"", ""category"": ""other"", ""distance_m"": null}]","2026-03-23 14:16:35"
"36.8645","10.2722","750","[{""name"": ""Harzallah In\u00e8s Ep Louati"", ""category"": ""hospital"", ""distance_m"": null}, {""name"": ""\u0645\u0648\u0646\u0648\u0628\u0631\u064a"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""\u0643\u0627\u0631\u0641\u0648\u0631 \u0625\u0643\u0633\u0628\u0631\u064a\u0633"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""\u0627\u0633\u0645\u0627\u0643 \u0627\u0644\u0628\u062d\u0631 \u0627\u0644\u0627\u0628\u064a\u0636 \u0627\u0644\u0645\u062a\u0648\u0633\u0637"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""\u0645\u062c\u0632\u0631\u0629 \u062d\u0633\u0627\u0646"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""\u0639\u0632\u064a\u0632\u0629"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""Pharmacie Darghouth"", ""category"": ""hospital"", ""distance_m"": null}, {""name"": ""Orthomed Sant\u00e9"", ""category"": ""shopping"", ""distance_m"": null}, {""name"": ""\u0645\u0637\u0639\u0645 \u0627\u0644\u062e\u064a\u0645\u0629 \u0644\u0644\u0645\u0623\u0643\u0648\u0644\u0627\u062a \u0627\u0644\u0644\u064a\u0628\u064a\u0629"", ""category"": ""restaurant"", ""distance_m"": null}, {""name"": ""\u0627\u0644\u0643\u0648\u064a\u062c\u064a\u0646\u0629"", ""category"": ""restaurant"", ""distance_m"": null}]","2026-03-23 14:16:40"
