source,source_listing_id,transaction,url,image_urls,title,price,currency,governorate,city,zone,property_type,surface_m2,rooms,bathrooms,poi,posted_at,scraped_at
mubawab,8109945,sale,https://www.mubawab.tn/fr/a/8109945/villa-%C3%A0-vendre-%C3%A0-hammamet-nord,"['https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_110913_79943751.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_112717_79943752.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_112038_79943753.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_112804_79943754.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_111107_79943755.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_111124_79943756.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_111300_79943757.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_111323_79943758.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_111521_79943759.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_111951_79943760.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_112132_79943761.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_112008_79943762.avif', 'https://www.mubawab-media.com/ad/8/109/945F/h/IMG_20210902_112052_79943763.avif', 'https://www.mubawab-media.com/ad/8/303/310F/m/28aded88-d061-42ba-9878-25473f47ccc0_81966749.avif', 'https://www.mubawab-media.com/ad/8/268/575F/m/thumb_1221334_property_large_81593735.avif', 'https://www.mubawab-media.com/ad/8/302/847F/m/250c9cc2-bd7d-4881-9f27-82e9fe2c6071_81961992.avif', 'https://www.mubawab-media.com/ad/8/295/146F/m/thumb_1269096_property_large_81879236.avif']",Villa à vendre à Hammamet Nord,900000.0,TND,,Hammamet,,Apartment,603.0,4,2,{},,2026-02-16T22:49:05.927489
mubawab,8098597,sale,https://www.mubawab.tn/fr/a/8098597/magnifique-villa-s4-%C3%A0-vendre-%C3%A0-la-soukra,"['https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239999_property_xlarge_81795452.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1022569_property_xlarge_81795453.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1022570_property_xlarge_81795454.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1022571_property_xlarge_81795455.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1022572_property_xlarge_81795456.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1022573_property_xlarge_81795457.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1022574_property_xlarge_81795458.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239991_property_xlarge_81795459.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239997_property_xlarge_81795460.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1240005_property_xlarge_81795461.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239989_property_xlarge_81795462.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239990_property_xlarge_81795463.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239987_property_xlarge_81795464.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239992_property_xlarge_81795465.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239993_property_xlarge_81795466.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239994_property_xlarge_81795467.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239995_property_xlarge_81795468.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239996_property_xlarge_81795469.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1239988_property_xlarge_81795470.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1240004_property_xlarge_81795471.avif', 'https://www.mubawab-media.com/ad/8/098/597F/h/thumb_1022575_property_xlarge_81795472.avif', 'https://www.mubawab-media.com/ad/8/294/188F/m/c7316496-f4cf-4587-943e-0904268bb6d4_81866229.avif', 'https://www.mubawab-media.com/ad/8/211/984F/m/thumb_1157879_property_large_80984260.avif', 'https://www.mubawab-media.com/ad/8/252/784F/m/581978275_1193331422717568_8115166208368372082_n_81413557.avif', 'https://www.mubawab-media.com/ad/7/087/845F/m/thumb_158991_property_xlarge_77848534.avif']",Magnifique Villa S4 à vendre à La Soukra,,TND,,La Soukra,,Apartment,615.0,5,3,{},,2026-02-16T22:49:07.973403
mubawab,8302059,sale,https://www.mubawab.tn/fr/a/8302059/a-vendre-une-maison-arabe-%C3%A0-medina-de-hammamet,"['https://www.mubawab-media.com/ad/8/302/059F/h/IMG_20260212_110526_744_81953795.avif', 'https://www.mubawab-media.com/ad/8/302/059F/h/IMG_20260212_110542_011_81953796.avif', 'https://www.mubawab-media.com/ad/8/302/059F/h/IMG_20260212_110546_780_81953797.avif', 'https://www.mubawab-media.com/ad/8/302/059F/h/IMG_20260212_110546_525_81953798.avif', 'https://www.mubawab-media.com/ad/8/295/260F/m/thumb_1269325_property_large_81880359.avif']",A vendre une maison arabe à medina de hammamet,2000000.0,TND,,Hammamet,,Apartment,420.0,2,1,{},,2026-02-16T22:49:08.390080
mubawab,8234831,sale,https://www.mubawab.tn/fr/a/8234831/villa-r2-%C3%A0-vendre-%C3%A0-k%C3%A9libia-%C3%A0-usage-mixte,"['https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.10.33%20%281%29_81229636.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.10.33_81229637.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2012.59.16_81229622.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.02.04_81229623.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.02.05%20%281%29_81229624.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.02.05%20%282%29_81229625.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.02.05%20%283%29_81229626.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.02.06%20%282%29_81229627.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.02.06_81229628.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.02.07%20%281%29_81229629.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.02.07%20%282%29_81229630.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.02.08%20%282%29_81229631.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.02.08_81229632.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.06.15_81229633.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.06.37_81229634.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.06.39_81229635.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.10.34%20%281%29_81229638.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.10.34%20%282%29_81229639.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.10.35%20%281%29_81229640.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.10.35%20%282%29_81229641.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.10.35_81229642.avif', 'https://www.mubawab-media.com/ad/8/234/831F/h/WhatsApp%20Image%202025-10-14%20at%2013.10.36%20%281%29_81229643.avif']",Villa R2 à vendre à Kélibia à Usage Mixte,885000.0,TND,,Kélibia,,Apartment,407.0,7,4,{},,2026-02-16T22:49:08.530833
mubawab,8231632,sale,https://www.mubawab.tn/fr/a/8231632/villa-luxueuse-avec-piscine-%C3%A0-vendre-%C3%A0-l-aouina,"['https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181290_property_xlarge_81196810.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181288_property_xlarge_81196811.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181287_property_xlarge_81196812.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181275_property_xlarge_81196813.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181271_property_xlarge_81196815.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181279_property_xlarge_81196816.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181286_property_xlarge_81196817.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181284_property_xlarge_81196818.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181280_property_xlarge_81196820.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181278_property_xlarge_81196821.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181277_property_xlarge_81196823.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181274_property_xlarge_81196824.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181273_property_xlarge_81196826.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181276_property_xlarge_81196828.avif', 'https://www.mubawab-media.com/ad/8/231/632F/h/thumb_1181272_property_xlarge_81196830.avif', 'https://www.mubawab-media.com/ad/8/257/662F/m/thumb_1213968_property_large_81463552.avif', 'https://www.mubawab-media.com/ad/8/265/915F/m/IMG_20251203_152815_559_561_HDR_2025-12-03_21-09-49_capture%20d%27%C3%A9cran_81562244.avif', 'https://www.mubawab-media.com/ad/8/289/868F/m/thumb_1263498_property_large_81820843.avif', 'https://www.mubawab-media.com/ad/8/269/249F/m/4_81600917.avif']",Villa luxueuse avec piscine à vendre à l'aouina,1870000.0,TND,,La Marsa,,Apartment,280.0,6,3,{},,2026-02-16T22:49:10.512807
mubawab,7846475,sale,https://www.mubawab.tn/fr/a/7846475/triplex-292-m%C2%B2-haut-standing-jardins-de-carthage,"['https://www.mubawab-media.com/ad/7/846/475F/h/1_77825753.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/l_77825754.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/ll_77825755.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/lll_77825756.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/llll_77825757.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/lllll_77825758.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/llllll_77825759.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/lllllll_77825760.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/llllllll_77825761.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/lllllllll_77825762.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/llllllllll_77825763.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/lllllllllll_77825764.avif', 'https://www.mubawab-media.com/ad/7/846/475F/h/lllllllllllll_77825765.avif', 'https://www.mubawab-media.com/ad/8/243/688F/m/15_81319625.avif', 'https://www.mubawab-media.com/ad/8/089/288F/m/IMG_5137_79744124.avif', 'https://www.mubawab-media.com/ad/7/481/201F/m/thumb_373513_property_xlarge_78387659.avif']",Triplex 292 m² haut standing Jardins de Carthage,1380000.0,TND,,Le Kram,,Apartment,292.0,3,3,{},,2026-02-16T22:49:10.658578
mubawab,8276588,sale,https://www.mubawab.tn/fr/a/8276588/a-vendre-maison-independante-s3-%C3%A0-suisse,"['https://www.mubawab-media.com/ad/8/276/588F/h/WhatsApp%20Image%202025-12-24%20at%2022.55.36%20%281%29_81678771.avif', 'https://www.mubawab-media.com/ad/8/276/588F/h/WhatsApp%20Image%202025-12-24%20at%2022.55.36%20%282%29_81678772.avif', 'https://www.mubawab-media.com/ad/8/276/588F/h/WhatsApp%20Image%202025-12-24%20at%2022.55.35_81678773.avif', 'https://www.mubawab-media.com/ad/8/276/588F/h/WhatsApp%20Image%202025-12-24%20at%2022.55.36%20%283%29_81678774.avif', 'https://www.mubawab-media.com/ad/8/276/588F/h/WhatsApp%20Image%202025-12-24%20at%2022.55.37_81678775.avif', 'https://www.mubawab-media.com/ad/8/276/588F/h/WhatsApp%20Image%202025-12-24%20at%2022.55.37%20%281%29_81678776.avif', 'https://www.mubawab-media.com/ad/8/276/588F/h/WhatsApp%20Image%202025-12-24%20at%2022.55.38_81678777.avif', 'https://www.mubawab-media.com/ad/8/276/588F/h/WhatsApp%20Image%202025-12-24%20at%2022.55.37%20%282%29_81678778.avif', 'https://www.mubawab-media.com/ad/8/276/588F/h/WhatsApp%20Image%202025-12-24%20at%2022.55.36_81678779.avif', 'https://www.mubawab-media.com/ad/8/276/588F/h/WhatsApp%20Image%202025-12-24%20at%2022.55.38%20%281%29_81678780.avif', 'https://www.mubawab-media.com/ad/8/183/068F/m/Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20%2838%29_80693412.avif']",A Vendre Maison independante S3 à Suisse,350000.0,TND,,Sousse Corniche,,Apartment,160.0,3,2,{},,2026-02-16T22:49:11.835515
mubawab,7850293,sale,https://www.mubawab.tn/fr/a/7850293/une-villa-inachev%C3%A9e-s4-%C3%A0-vendre-%C3%A0-la-soukra,"['https://www.mubawab-media.com/ad/7/850/293F/h/thumb_742551_property_xlarge_65827112.avif', 'https://www.mubawab-media.com/ad/7/850/293F/h/thumb_742527_property_xlarge_65827115.avif', 'https://www.mubawab-media.com/ad/8/212/588F/m/thumb_1141057_property_xlarge_80990224.avif', 'https://www.mubawab-media.com/ad/7/872/801F/m/thumb_783233_property_xlarge_77848422.avif', 'https://www.mubawab-media.com/ad/8/283/918F/m/jardin_81758998.avif', 'https://www.mubawab-media.com/ad/8/292/053F/m/WhatsApp%20Image%202025-12-29%20at%2014.04.29%20%287%29_81844042.avif']",Une Villa inachevée S4 à vendre à La Soukra,850000.0,TND,,La Soukra,,Apartment,245.0,5,,{},,2026-02-16T22:49:12.920154
mubawab,7962626,sale,https://www.mubawab.tn/fr/a/7962626/villa-%C3%A0-kheireddine-la-goulette-300m-de-la-plage,"['https://www.mubawab-media.com/ad/7/962/626F/h/logo1_81289879.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo2_81289880.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo3_81289881.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo4_81289882.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo5_81289883.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo6_81289884.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo7_81289885.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo8_81289886.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo9_81289887.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo10_81289888.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo11_81289889.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo12_81289890.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo13_81289891.avif', 'https://www.mubawab-media.com/ad/7/962/626F/h/logo14_81289892.avif', 'https://www.mubawab-media.com/ad/8/116/538F/m/thumb_1054083_property_large_80010575.avif']",Villa à Kheireddine La Goulette 300m de la plage,950000.0,TND,,La Goulette,,Apartment,386.0,6,3,{},,2026-02-16T22:49:13.046601
mubawab,8290613,sale,https://www.mubawab.tn/fr/a/8290613/a-vendre-rez-de-chauss%C3%A9e-de-villa,"['https://www.mubawab-media.com/ad/8/290/613F/h/Copie%20de%20Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20-%202026-01-28T155703.882_81858314.avif', 'https://www.mubawab-media.com/ad/8/290/613F/h/Copie%20de%20Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20-%202026-01-28T155618.451_81858315.avif', 'https://www.mubawab-media.com/ad/8/290/613F/h/Copie%20de%20Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20-%202026-01-28T155855.313_81858316.avif', 'https://www.mubawab-media.com/ad/8/290/613F/h/Copie%20de%20Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20-%202026-01-28T155602.068_81858317.avif', 'https://www.mubawab-media.com/ad/8/290/613F/h/Copie%20de%20Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20-%202026-01-28T155729.781_81858318.avif', 'https://www.mubawab-media.com/ad/8/183/068F/m/Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20%2838%29_80693412.avif']",A Vendre rez de chaussée de villa,275000.0,TND,,Sousse Corniche,,Apartment,50.0,6,1,{},,2026-02-16T22:49:13.985135
mubawab,8056764,sale,https://www.mubawab.tn/fr/a/8056764/villa-s5-%C3%A0-vendre-aux-jardins-de-l-aouina,"['https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973528_property_xlarge_79426135.avif', 'https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973522_property_xlarge_79426136.avif', 'https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973521_property_xlarge_79426137.avif', 'https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973519_property_xlarge_79426138.avif', 'https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973523_property_xlarge_79426139.avif', 'https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973512_property_xlarge_79426140.avif', 'https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973520_property_xlarge_79426141.avif', 'https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973516_property_xlarge_79426142.avif', 'https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973517_property_xlarge_79426143.avif', 'https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973511_property_xlarge_79426144.avif', 'https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973525_property_xlarge_79426145.avif', 'https://www.mubawab-media.com/ad/8/056/764F/h/thumb_973524_property_xlarge_79426146.avif', 'https://www.mubawab-media.com/ad/8/012/675F/m/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.13.11_50f9436b_78991157.avif', 'https://www.mubawab-media.com/ad/8/276/629F/m/IMG-20201130-WA0019_81679123.avif', 'https://www.mubawab-media.com/ad/8/300/922F/m/thumb_1276111_property_large_81941822.avif', 'https://www.mubawab-media.com/ad/8/242/601F/m/thumb_1193900_property_large_81308013.avif']",Villa S5 à vendre aux Jardins de l'Aouina,1400000.0,TND,,La Marsa,,Apartment,133.0,6,4,{},,2026-02-16T22:49:15.277609
mubawab,8247986,sale,https://www.mubawab.tn/fr/a/8247986/%C3%A0-vendre-maison-ind%C3%A9pendante-s3-%C3%A0-hay-riadh,"['https://www.mubawab-media.com/ad/8/247/986F/h/22_81424254.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/HAY_81364960.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/6_81364962.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/99_81364959.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/3_81364961.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/444_81424255.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/555_81424256.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/666_81424257.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/878_81424258.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/888_81424259.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/21212_81424260.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/57575_81424261.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/65656_81424262.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/77777_81424263.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/5555555_81424264.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/33333333_81424265.avif', 'https://www.mubawab-media.com/ad/8/247/986F/h/2222222222_81424266.avif', 'https://www.mubawab-media.com/ad/8/152/380F/m/thumb_61330_property_xlarge_80371527.avif', 'https://www.mubawab-media.com/ad/8/273/831F/m/White%20Blue%20Modern%20Dream%20Home%20For%20Sale%20Facebook%20Post%20%281%29_81649506.avif', 'https://www.mubawab-media.com/ad/8/272/860F/m/thumb_1227947_property_large_81638807.avif', 'https://www.mubawab-media.com/ad/8/042/328F/m/thumb_60153_property_xlarge_79281426.avif']",À VENDRE Maison Indépendante S3 à Hay Riadh,250000.0,TND,,Sousse Ville,,Apartment,420.0,3,2,{},,2026-02-16T22:49:15.609763
mubawab,8168231,sale,https://www.mubawab.tn/fr/a/8168231/luxueuse-villa-s5-%C3%A0-vendre-%C3%A0-la-soukra,"['https://www.mubawab-media.com/ad/8/168/231F/h/thumb_1116714_property_xlarge_80542054.avif', 'https://www.mubawab-media.com/ad/8/168/231F/h/thumb_1116717_property_xlarge_80542055.avif', 'https://www.mubawab-media.com/ad/8/168/231F/h/thumb_1116705_property_xlarge_80542056.avif', 'https://www.mubawab-media.com/ad/8/168/231F/h/thumb_1116715_property_xlarge_80542057.avif', 'https://www.mubawab-media.com/ad/8/168/231F/h/thumb_1116707_property_xlarge_80542058.avif', 'https://www.mubawab-media.com/ad/8/168/231F/h/thumb_1116711_property_xlarge_80542059.avif', 'https://www.mubawab-media.com/ad/8/168/231F/h/thumb_1116712_property_xlarge_80542060.avif', 'https://www.mubawab-media.com/ad/8/168/231F/h/thumb_1116704_property_xlarge_80542061.avif', 'https://www.mubawab-media.com/ad/8/168/231F/h/thumb_1116709_property_xlarge_80542062.avif', 'https://www.mubawab-media.com/ad/8/021/113F/m/2EDCB506-8302-40C9-93FB-2C18ED5D087F_79073010.avif', 'https://www.mubawab-media.com/ad/8/250/870F/m/thumb_1203498_property_xlarge_81394327.avif', 'https://www.mubawab-media.com/ad/8/082/525F/m/thumb_1002474_property_xlarge_79677886.avif', 'https://www.mubawab-media.com/ad/8/168/234F/m/thumb_1116323_property_xlarge_80542072.avif']",Luxueuse Villa S5 à vendre à La Soukra,1870000.0,TND,,La Soukra,,Apartment,375.0,5,,{},,2026-02-16T22:49:16.584899
mubawab,8190865,sale,https://www.mubawab.tn/fr/a/8190865/%C3%A0-vendre-villa-de-ma%C3%AEtre-%C3%A0-oued-lassoued-hammamet,"['https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132460_property_large_80770825.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132465_property_large_80770826.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132458_property_large_80770827.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132466_property_large_80770828.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132462_property_large_80770829.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132476_property_large_80770830.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132471_property_large_80770831.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132463_property_large_80770832.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132474_property_large_80770833.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132457_property_large_80770834.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132469_property_large_80770835.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132459_property_large_80770836.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132467_property_large_80770837.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132468_property_large_80770838.avif', 'https://www.mubawab-media.com/ad/8/190/865F/h/thumb_1132475_property_large_80770839.avif', 'https://www.mubawab-media.com/ad/8/302/059F/m/IMG_20260212_110526_744_81953795.avif']",À vendre Villa De Maître à Oued Lassoued Hammamet,2300000.0,TND,,Hammamet,,Apartment,385.0,4,1,{},,2026-02-16T22:49:17.503969
mubawab,8239454,sale,https://www.mubawab.tn/fr/a/8239454/villa-plain-pied-%C3%A0-vendre-%C3%A0-ghizen-houmt-souq,"['https://www.mubawab-media.com/ad/8/239/454F/h/WhatsApp%20Image%202025-10-22%20at%2014.37.48_81276933.avif', 'https://www.mubawab-media.com/ad/8/239/454F/h/WhatsApp%20Image%202025-10-22%20at%2014.38.16_81276934.avif', 'https://www.mubawab-media.com/ad/8/239/454F/h/WhatsApp%20Image%202025-10-22%20at%2014.38.33_81276935.avif', 'https://www.mubawab-media.com/ad/8/239/454F/h/WhatsApp%20Image%202025-10-22%20at%2014.38.47_81276936.avif', 'https://www.mubawab-media.com/ad/8/239/454F/h/WhatsApp%20Image%202025-10-22%20at%2014.38.57_81276937.avif', 'https://www.mubawab-media.com/ad/8/298/717F/m/PHOTO-2026-02-06-11-06-00_81919773.avif', 'https://www.mubawab-media.com/ad/8/245/600F/m/Messenger_creation_B20532E4-5BF5-429A-8770-AF99F0A61C3B_81341440.avif', 'https://www.mubawab-media.com/ad/8/086/718F/m/Photo%2003-02-2025%2022%2049%2017%20%284%29_79719440.avif']",Villa plain pied à vendre à Ghizen houmt souq,600000.0,TND,,Midoun,,Apartment,680.0,3,2,{},,2026-02-16T22:49:18.318633
mubawab,8302655,sale,https://www.mubawab.tn/fr/a/8302655/houch-sur-grand-terrain-%C3%A0-djerba,"['https://www.mubawab-media.com/ad/8/302/655F/h/WhatsApp%20Image%202026-02-10%20at%2018.54.08_81959925.avif', 'https://www.mubawab-media.com/ad/8/302/655F/h/ChatGPT%20Image%2023%20janv.%202026%2C%2015_37_53_81959927.avif', 'https://www.mubawab-media.com/ad/8/302/655F/h/ChatGPT%20Image%2010%20f%C3%A9vr.%202026%2C%2016_07_06_81959928.avif', 'https://www.mubawab-media.com/ad/8/302/655F/h/WhatsApp%20Image%202026-02-10%20at%2018.54.08%20%282%29_81959929.avif', 'https://www.mubawab-media.com/ad/8/289/704F/m/photo_8_2026-01-09_11-21-31_81819021.avif', 'https://www.mubawab-media.com/ad/8/129/123F/m/AB91BF15-0CC7-4430-A7D3-403D1E6B7D64_80139840.avif']",Houch sur grand terrain à Djerba,350000.0,TND,,Midoun,,Apartment,2892.0,3,1,{},,2026-02-16T22:49:18.947522
