ipim_type,zone,n_obs,zone_index,premium_pct,year,prix_m2,prix_m2_low,prix_m2_high,valeur_100m2,valeur_low,valeur_high
terrain,Kalaa El Kebira,10,1.4259,42.6,2027,1313.9,1191.8,1435.9,131387.0,119180.0,143593.0
terrain,Kalaa El Kebira,10,1.4259,42.6,2028,1376.2,1225.3,1527.0,137617.0,122531.0,152703.0
terrain,Kalaa El Kebira,10,1.4259,42.6,2029,1438.5,1257.0,1620.0,143850.0,125700.0,161999.0
terrain,Kalaa El Kebira,10,1.4259,42.6,2030,1500.8,1286.9,1714.7,150082.0,128693.0,171471.0
terrain,Kalaa El Kebira,10,1.4259,42.6,2031,1563.1,1315.2,1811.1,156315.0,131518.0,181111.0
terrain,Kalaa El Kebira,10,1.4259,42.6,2032,1625.5,1341.8,1909.1,162547.0,134182.0,190912.0
terrain,Riadh Al Andalous,6,1.404,40.4,2026,1232.2,1138.4,1326.0,123221.0,113845.0,132598.0
terrain,Riadh Al Andalous,6,1.404,40.4,2027,1293.7,1173.5,1413.9,129370.0,117351.0,141390.0
terrain,Riadh Al Andalous,6,1.404,40.4,2028,1355.1,1206.5,1503.6,135505.0,120651.0,150359.0
terrain,Riadh Al Andalous,6,1.404,40.4,2029,1416.4,1237.7,1595.1,141642.0,123771.0,159513.0
terrain,Riadh Al Andalous,6,1.404,40.4,2030,1477.8,1267.2,1688.4,147779.0,126718.0,168840.0
terrain,Riadh Al Andalous,6,1.404,40.4,2031,1539.2,1295.0,1783.3,153916.0,129500.0,178332.0
terrain,Riadh Al Andalous,6,1.404,40.4,2032,1600.5,1321.2,1879.8,160053.0,132123.0,187982.0
terrain,El Kantaoui,7,1.4037,40.4,2026,1232.0,1138.2,1325.7,123198.0,113824.0,132573.0
terrain,El Kantaoui,7,1.4037,40.4,2027,1293.5,1173.3,1413.6,129346.0,117329.0,141363.0
terrain,El Kantaoui,7,1.4037,40.4,2028,1354.8,1206.3,1503.3,135480.0,120628.0,150331.0
terrain,El Kantaoui,7,1.4037,40.4,2029,1416.2,1237.5,1594.8,141616.0,123748.0,159483.0
terrain,El Kantaoui,7,1.4037,40.4,2030,1477.5,1266.9,1688.1,147751.0,126695.0,168808.0
terrain,El Kantaoui,7,1.4037,40.4,2031,1538.9,1294.8,1783.0,153887.0,129476.0,178299.0
terrain,El Kantaoui,7,1.4037,40.4,2032,1600.2,1321.0,1879.5,160023.0,132098.0,187947.0
terrain,Hergla,9,1.2044,20.4,2026,1057.0,976.6,1137.4,105701.0,97657.0,113744.0
terrain,Hergla,9,1.2044,20.4,2027,1109.8,1006.6,1212.9,110975.0,100665.0,121286.0
terrain,Hergla,9,1.2044,20.4,2028,1162.4,1035.0,1289.8,116238.0,103496.0,128980.0
terrain,Hergla,9,1.2044,20.4,2029,1215.0,1061.7,1368.3,121502.0,106172.0,136832.0
terrain,Hergla,9,1.2044,20.4,2030,1267.7,1087.0,1448.3,126766.0,108700.0,144832.0
terrain,Hergla,9,1.2044,20.4,2031,1320.3,1110.9,1529.7,132031.0,111086.0,152975.0
terrain,Hergla,9,1.2044,20.4,2032,1372.9,1133.4,1612.5,137295.0,113336.0,161253.0
terrain,Sidi Thabet,7,1.1221,12.2,2026,984.8,909.9,1059.8,98483.0,90989.0,105977.0
terrain,Sidi Thabet,7,1.1221,12.2,2027,1034.0,937.9,1130.0,103398.0,93791.0,113004.0
terrain,Sidi Thabet,7,1.1221,12.2,2028,1083.0,964.3,1201.7,108301.0,96429.0,120173.0
terrain,Sidi Thabet,7,1.1221,12.2,2029,1132.1,989.2,1274.9,113206.0,98923.0,127489.0
terrain,Sidi Thabet,7,1.1221,12.2,2030,1181.1,1012.8,1349.4,118111.0,101278.0,134943.0
terrain,Sidi Thabet,7,1.1221,12.2,2031,1230.2,1035.0,1425.3,123015.0,103501.0,142530.0
terrain,Sidi Thabet,7,1.1221,12.2,2032,1279.2,1056.0,1502.4,127920.0,105598.0,150243.0
terrain,Cite Touristique,9,1.0828,8.3,2026,950.3,878.0,1022.6,95029.0,87798.0,102260.0
terrain,Cite Touristique,9,1.0828,8.3,2027,997.7,905.0,1090.4,99771.0,90501.0,109040.0
terrain,Cite Touristique,9,1.0828,8.3,2028,1045.0,930.5,1159.6,104502.0,93046.0,115958.0
terrain,Cite Touristique,9,1.0828,8.3,2029,1092.3,954.5,1230.2,109235.0,95453.0,123017.0
terrain,Cite Touristique,9,1.0828,8.3,2030,1139.7,977.3,1302.1,113968.0,97726.0,130210.0
terrain,Cite Touristique,9,1.0828,8.3,2031,1187.0,998.7,1375.3,118700.0,99871.0,137530.0
terrain,Cite Touristique,9,1.0828,8.3,2032,1234.3,1018.9,1449.7,123433.0,101893.0,144973.0
terrain,Oued Ellil,6,1.063,6.3,2026,932.9,861.9,1003.9,93292.0,86193.0,100391.0
terrain,Oued Ellil,6,1.063,6.3,2027,979.5,888.5,1070.5,97947.0,88847.0,107047.0
terrain,Oued Ellil,6,1.063,6.3,2028,1025.9,913.5,1138.4,102592.0,91345.0,113838.0
terrain,Oued Ellil,6,1.063,6.3,2029,1072.4,937.1,1207.7,107238.0,93708.0,120768.0
terrain,Oued Ellil,6,1.063,6.3,2030,1118.8,959.4,1278.3,111884.0,95939.0,127829.0
terrain,Oued Ellil,6,1.063,6.3,2031,1165.3,980.4,1350.2,116531.0,98045.0,135016.0
terrain,Oued Ellil,6,1.063,6.3,2032,1211.8,1000.3,1423.2,121177.0,100031.0,142323.0
terrain,Akouda,15,1.0624,6.2,2026,932.4,861.5,1003.4,93245.0,86149.0,100340.0
terrain,Akouda,15,1.0624,6.2,2027,979.0,888.0,1069.9,97898.0,88803.0,106993.0
terrain,Akouda,15,1.0624,6.2,2028,1025.4,913.0,1137.8,102540.0,91300.0,113781.0
terrain,Akouda,15,1.0624,6.2,2029,1071.8,936.6,1207.1,107184.0,93661.0,120708.0
terrain,Akouda,15,1.0624,6.2,2030,1118.3,958.9,1277.7,111828.0,95891.0,127765.0
terrain,Akouda,15,1.0624,6.2,2031,1164.7,980.0,1349.5,116472.0,97996.0,134948.0
terrain,Akouda,15,1.0624,6.2,2032,1211.2,999.8,1422.5,121116.0,99981.0,142251.0
terrain,Boumhel,11,1.0586,5.9,2026,929.1,858.4,999.8,92911.0,85841.0,99981.0
terrain,Boumhel,11,1.0586,5.9,2027,975.5,884.8,1066.1,97547.0,88484.0,106610.0
terrain,Boumhel,11,1.0586,5.9,2028,1021.7,909.7,1133.7,102173.0,90973.0,113373.0
terrain,Boumhel,11,1.0586,5.9,2029,1068.0,933.3,1202.8,106801.0,93326.0,120275.0
terrain,Boumhel,11,1.0586,5.9,2030,1114.3,955.5,1273.1,111428.0,95548.0,127308.0
terrain,Boumhel,11,1.0586,5.9,2031,1160.5,976.4,1344.7,116055.0,97645.0,134465.0
terrain,Boumhel,11,1.0586,5.9,2032,1206.8,996.2,1417.4,120682.0,99623.0,141742.0
terrain,Ariana,11,1.0409,4.1,2026,913.5,844.0,983.0,91352.0,84400.0,98303.0
terrain,Ariana,11,1.0409,4.1,2027,959.1,870.0,1048.2,95910.0,87000.0,104821.0
terrain,Ariana,11,1.0409,4.1,2028,1004.6,894.5,1114.7,100458.0,89446.0,111471.0
terrain,Ariana,11,1.0409,4.1,2029,1050.1,917.6,1182.6,105008.0,91760.0,118257.0
terrain,Ariana,11,1.0409,4.1,2030,1095.6,939.4,1251.7,109558.0,93944.0,125171.0
terrain,Ariana,11,1.0409,4.1,2031,1141.1,960.1,1322.1,114107.0,96006.0,132209.0
terrain,Ariana,11,1.0409,4.1,2032,1186.6,979.5,1393.6,118657.0,97951.0,139363.0
terrain,Borj Touil,9,1.0196,2.0,2026,894.8,826.8,962.9,89484.0,82675.0,96294.0
terrain,Borj Touil,9,1.0196,2.0,2027,939.5,852.2,1026.8,93950.0,85221.0,102679.0
terrain,Borj Touil,9,1.0196,2.0,2028,984.0,876.2,1091.9,98405.0,87618.0,109192.0
terrain,Borj Touil,9,1.0196,2.0,2029,1028.6,898.8,1158.4,102862.0,89884.0,115840.0
terrain,Borj Touil,9,1.0196,2.0,2030,1073.2,920.2,1226.1,107318.0,92024.0,122613.0
terrain,Borj Touil,9,1.0196,2.0,2031,1117.7,940.4,1295.1,111775.0,94044.0,129506.0
terrain,Borj Touil,9,1.0196,2.0,2032,1162.3,959.5,1365.1,116232.0,95949.0,136514.0
terrain,Hammamet,72,1.0,0.0,2026,877.6,810.9,944.4,87765.0,81087.0,94443.0
terrain,Hammamet,72,1.0,0.0,2027,921.4,835.8,1007.1,92145.0,83584.0,100706.0
terrain,Hammamet,72,1.0,0.0,2028,965.1,859.3,1070.9,96514.0,85934.0,107094.0
terrain,Hammamet,72,1.0,0.0,2029,1008.9,881.6,1136.1,100885.0,88157.0,113614.0
terrain,Hammamet,72,1.0,0.0,2030,1052.6,902.6,1202.6,105256.0,90256.0,120257.0
terrain,Hammamet,72,1.0,0.0,2031,1096.3,922.4,1270.2,109627.0,92237.0,127018.0
terrain,Hammamet,72,1.0,0.0,2032,1140.0,941.0,1338.9,113998.0,94105.0,133891.0
terrain,Borj Louzir,5,0.99,-1.0,2026,868.9,802.8,935.0,86892.0,80280.0,93504.0
terrain,Borj Louzir,5,0.99,-1.0,2027,912.3,827.5,997.0,91228.0,82752.0,99703.0
terrain,Borj Louzir,5,0.99,-1.0,2028,955.5,850.8,1060.3,95554.0,85079.0,106029.0
terrain,Borj Louzir,5,0.99,-1.0,2029,998.8,872.8,1124.8,99881.0,87280.0,112483.0
terrain,Borj Louzir,5,0.99,-1.0,2030,1042.1,893.6,1190.6,104209.0,89358.0,119060.0
terrain,Borj Louzir,5,0.99,-1.0,2031,1085.4,913.2,1257.5,108536.0,91319.0,125754.0
terrain,Borj Louzir,5,0.99,-1.0,2032,1128.6,931.7,1325.6,112864.0,93169.0,132559.0
terrain,Borj Youssef,5,0.9371,-6.3,2026,822.5,759.9,885.1,82247.0,75988.0,88505.0
terrain,Borj Youssef,5,0.9371,-6.3,2027,863.5,783.3,943.7,86351.0,78328.0,94374.0
terrain,Borj Youssef,5,0.9371,-6.3,2028,904.5,805.3,1003.6,90446.0,80531.0,100361.0
terrain,Borj Youssef,5,0.9371,-6.3,2029,945.4,826.1,1064.7,94542.0,82614.0,106470.0
terrain,Borj Youssef,5,0.9371,-6.3,2030,986.4,845.8,1127.0,98638.0,84581.0,112696.0
terrain,Borj Youssef,5,0.9371,-6.3,2031,1027.3,864.4,1190.3,102734.0,86437.0,119031.0
terrain,Borj Youssef,5,0.9371,-6.3,2032,1068.3,881.9,1254.7,106831.0,88188.0,125473.0
terrain,Chott Meriem,32,0.9348,-6.5,2026,820.5,758.0,882.9,82046.0,75802.0,88289.0
terrain,Chott Meriem,32,0.9348,-6.5,2027,861.4,781.4,941.4,86140.0,78137.0,94143.0
terrain,Chott Meriem,32,0.9348,-6.5,2028,902.2,803.3,1001.2,90225.0,80334.0,100115.0
terrain,Chott Meriem,32,0.9348,-6.5,2029,943.1,824.1,1062.1,94311.0,82412.0,106210.0
terrain,Chott Meriem,32,0.9348,-6.5,2030,984.0,843.7,1124.2,98397.0,84374.0,112420.0
terrain,Chott Meriem,32,0.9348,-6.5,2031,1024.8,862.3,1187.4,102483.0,86226.0,118740.0
terrain,Chott Meriem,32,0.9348,-6.5,2032,1065.7,879.7,1251.7,106569.0,87972.0,125166.0
terrain,Mnihla,5,0.8837,-11.6,2026,775.6,716.6,834.6,77560.0,71658.0,83462.0
terrain,Mnihla,5,0.8837,-11.6,2027,814.3,738.6,890.0,81430.0,73865.0,88996.0
terrain,Mnihla,5,0.8837,-11.6,2028,852.9,759.4,946.4,85292.0,75942.0,94641.0
terrain,Mnihla,5,0.8837,-11.6,2029,891.5,779.1,1004.0,89155.0,77906.0,100403.0
terrain,Mnihla,5,0.8837,-11.6,2030,930.2,797.6,1062.7,93017.0,79761.0,106274.0
terrain,Mnihla,5,0.8837,-11.6,2031,968.8,815.1,1122.5,96880.0,81512.0,112248.0
terrain,Mnihla,5,0.8837,-11.6,2032,1007.4,831.6,1183.2,100743.0,83163.0,118323.0
terrain,Borj Cedria,20,0.8676,-13.2,2026,761.5,703.5,819.4,76149.0,70355.0,81944.0
terrain,Borj Cedria,20,0.8676,-13.2,2027,799.5,725.2,873.8,79949.0,72521.0,87377.0
terrain,Borj Cedria,20,0.8676,-13.2,2028,837.4,745.6,929.2,83740.0,74560.0,92920.0
terrain,Borj Cedria,20,0.8676,-13.2,2029,875.3,764.9,985.8,87533.0,76489.0,98577.0
terrain,Borj Cedria,20,0.8676,-13.2,2030,913.3,783.1,1043.4,91325.0,78310.0,104340.0
terrain,Borj Cedria,20,0.8676,-13.2,2031,951.2,800.3,1102.1,95118.0,80029.0,110207.0
terrain,Borj Cedria,20,0.8676,-13.2,2032,989.1,816.5,1161.7,98910.0,81650.0,116170.0
terrain,La Manouba,9,0.7987,-20.1,2026,701.0,647.6,754.3,70097.0,64763.0,75431.0
terrain,La Manouba,9,0.7987,-20.1,2027,736.0,667.6,804.3,73595.0,66758.0,80433.0
terrain,La Manouba,9,0.7987,-20.1,2028,770.8,686.3,855.4,77085.0,68635.0,85535.0
terrain,La Manouba,9,0.7987,-20.1,2029,805.8,704.1,907.4,80576.0,70410.0,90742.0
terrain,La Manouba,9,0.7987,-20.1,2030,840.7,720.9,960.5,84067.0,72086.0,96048.0
terrain,La Manouba,9,0.7987,-20.1,2031,875.6,736.7,1014.5,87558.0,73669.0,101448.0
terrain,La Manouba,9,0.7987,-20.1,2032,910.5,751.6,1069.4,91049.0,75161.0,106938.0
terrain,Soliman,13,0.7803,-22.0,2026,684.8,632.7,737.0,68485.0,63274.0,73696.0
terrain,Soliman,13,0.7803,-22.0,2027,719.0,652.2,785.8,71902.0,65222.0,78583.0
terrain,Soliman,13,0.7803,-22.0,2028,753.1,670.6,835.7,75312.0,67056.0,83568.0
terrain,Soliman,13,0.7803,-22.0,2029,787.2,687.9,886.6,78723.0,68791.0,88655.0
terrain,Soliman,13,0.7803,-22.0,2030,821.3,704.3,938.4,82134.0,70428.0,93839.0
terrain,Soliman,13,0.7803,-22.0,2031,855.4,719.7,991.1,85545.0,71974.0,99115.0
terrain,Soliman,13,0.7803,-22.0,2032,889.6,734.3,1044.8,88955.0,73432.0,104478.0
terrain,El Mourouj,5,0.766,-23.4,2026,672.3,621.1,723.4,67227.0,62112.0,72343.0
terrain,El Mourouj,5,0.766,-23.4,2027,705.8,640.2,771.4,70582.0,64025.0,77140.0
terrain,El Mourouj,5,0.766,-23.4,2028,739.3,658.3,820.3,73929.0,65825.0,82034.0
terrain,El Mourouj,5,0.766,-23.4,2029,772.8,675.3,870.3,77278.0,67528.0,87028.0
terrain,El Mourouj,5,0.766,-23.4,2030,806.3,691.4,921.2,80626.0,69135.0,92116.0
terrain,El Mourouj,5,0.766,-23.4,2031,839.7,706.5,972.9,83974.0,70653.0,97295.0
terrain,El Mourouj,5,0.766,-23.4,2032,873.2,720.8,1025.6,87322.0,72084.0,102560.0
terrain,El Haouaria,6,0.76,-24.0,2026,667.0,616.2,717.8,66700.0,61624.0,71775.0
terrain,El Haouaria,6,0.76,-24.0,2027,700.3,635.2,765.3,70028.0,63522.0,76535.0
terrain,El Haouaria,6,0.76,-24.0,2028,733.5,653.1,813.9,73349.0,65309.0,81390.0
terrain,El Haouaria,6,0.76,-24.0,2029,766.7,670.0,863.4,76671.0,66998.0,86345.0
terrain,El Haouaria,6,0.76,-24.0,2030,799.9,685.9,913.9,79993.0,68593.0,91393.0
terrain,El Haouaria,6,0.76,-24.0,2031,833.1,701.0,965.3,83315.0,70098.0,96531.0
terrain,El Haouaria,6,0.76,-24.0,2032,866.4,715.2,1017.6,86637.0,71518.0,101755.0
terrain,Mornaguia,5,0.6421,-35.8,2026,563.6,520.7,606.5,56358.0,52069.0,60646.0
terrain,Mornaguia,5,0.6421,-35.8,2027,591.7,536.7,646.7,59170.0,53673.0,64668.0
terrain,Mornaguia,5,0.6421,-35.8,2028,619.8,551.8,687.7,61976.0,55182.0,68770.0
terrain,Mornaguia,5,0.6421,-35.8,2029,647.8,566.1,729.6,64783.0,56610.0,72957.0
terrain,Mornaguia,5,0.6421,-35.8,2030,675.9,579.6,772.2,67590.0,57957.0,77222.0
terrain,Mornaguia,5,0.6421,-35.8,2031,704.0,592.3,815.6,70397.0,59229.0,81564.0
terrain,Mornaguia,5,0.6421,-35.8,2032,732.0,604.3,859.8,73203.0,60429.0,85978.0
terrain,Raoued,18,0.5598,-44.0,2026,491.3,453.9,528.7,49132.0,45394.0,52871.0
terrain,Raoued,18,0.5598,-44.0,2027,515.8,467.9,563.8,51584.0,46792.0,56377.0
terrain,Raoued,18,0.5598,-44.0,2028,540.3,481.1,599.5,54030.0,48107.0,59953.0
terrain,Raoued,18,0.5598,-44.0,2029,564.8,493.5,636.0,56477.0,49352.0,63603.0
terrain,Raoued,18,0.5598,-44.0,2030,589.2,505.3,673.2,58924.0,50527.0,67322.0
terrain,Raoued,18,0.5598,-44.0,2031,613.7,516.4,711.1,61371.0,51636.0,71107.0
terrain,Raoued,18,0.5598,-44.0,2032,638.2,526.8,749.5,63818.0,52682.0,74955.0
terrain,Dar Allouche,5,0.2774,-72.3,2026,243.4,224.9,262.0,24344.0,22491.0,26196.0
terrain,Dar Allouche,5,0.2774,-72.3,2027,255.6,231.8,279.3,25558.0,23184.0,27933.0
terrain,Dar Allouche,5,0.2774,-72.3,2028,267.7,238.4,297.1,26770.0,23836.0,29705.0
terrain,Dar Allouche,5,0.2774,-72.3,2029,279.8,244.5,315.1,27983.0,24452.0,31513.0
terrain,Dar Allouche,5,0.2774,-72.3,2030,292.0,250.3,333.6,29195.0,25035.0,33356.0
terrain,Dar Allouche,5,0.2774,-72.3,2031,304.1,255.8,352.3,30408.0,25584.0,35231.0
terrain,Dar Allouche,5,0.2774,-72.3,2032,316.2,261.0,371.4,31620.0,26102.0,37138.0
terrain,Kalaa Essghira,9,0.0683,-93.2,2026,60.0,55.4,64.5,5996.0,5540.0,6452.0
terrain,Kalaa Essghira,9,0.0683,-93.2,2027,63.0,57.1,68.8,6295.0,5710.0,6880.0
terrain,Kalaa Essghira,9,0.0683,-93.2,2028,65.9,58.7,73.2,6594.0,5871.0,7317.0
terrain,Kalaa Essghira,9,0.0683,-93.2,2029,68.9,60.2,77.6,6892.0,6023.0,7762.0
terrain,Kalaa Essghira,9,0.0683,-93.2,2030,71.9,61.7,82.2,7191.0,6166.0,8216.0
terrain,Kalaa Essghira,9,0.0683,-93.2,2031,74.9,63.0,86.8,7490.0,6301.0,8678.0
terrain,Kalaa Essghira,9,0.0683,-93.2,2032,77.9,64.3,91.5,7788.0,6429.0,9147.0
